latitude,longitude,neighbourhood_cleansed,property_type,room_type,review_scores_rating,accommodates,bedrooms,beds,price,rating_bucket
41.92796,-87.69772,Logan Square,Entire condo,Entire home/apt,3.67,10,4.0,4.0,1000.0,3.5-4.0
41.89919,-87.66267,West Town,Entire condo,Entire home/apt,5.0,7,3.0,2.0,125.0,4.9-5.0
41.88516,-87.62486,Loop,Room in hotel,Hotel room,4.59,2,1.0,1.0,153.0,4.5-4.6
41.9549,-87.70571,Irving Park,Entire home,Entire home/apt,4.58,10,5.0,9.0,390.0,4.5-4.6
41.83636,-87.64639,Bridgeport,Entire rental unit,Entire home/apt,4.84,4,2.0,4.0,125.0,4.8-4.9
41.9129,-87.72474,Humboldt Park,Entire rental unit,Entire home/apt,4.96,6,3.0,4.0,157.0,4.9-5.0
41.94734,-87.71133,Irving Park,Private room in rental unit,Private room,4.48,2,1.0,1.0,45.0,4.25-4.5
41.84819,-87.6769,Lower West Side,Private room in home,Private room,4.75,1,1.0,1.0,55.0,4.7-4.8
41.85021,-87.67831,Lower West Side,Private room in home,Private room,4.83,1,1.0,1.0,38.0,4.8-4.9
41.78388,-87.60789,Woodlawn,Private room in rental unit,Private room,4.92,1,1.0,1.0,42.0,4.9-5.0
41.93849,-87.78799,Dunning,Private room in home,Private room,5.0,2,1.0,1.0,70.0,4.9-5.0
41.93972,-87.7867,Dunning,Private room in home,Private room,4.89,2,1.0,1.0,56.0,4.8-4.9
41.93843,-87.78822,Dunning,Private room in home,Private room,4.94,1,1.0,1.0,56.0,4.9-5.0
41.94014,-87.78861,Dunning,Private room in home,Private room,4.95,2,1.0,1.0,73.0,4.9-5.0
41.93825,-87.68796,North Center,Entire rental unit,Entire home/apt,4.8,4,1.0,2.0,101.0,4.7-4.8
41.93589,-87.69746,Avondale,Entire home,Entire home/apt,4.84,10,5.0,5.0,387.0,4.8-4.9
41.8778,-87.66729,Near West Side,Entire home,Entire home/apt,4.79,4,2.0,2.0,94.0,4.7-4.8
41.81999588012695,-87.6131591796875,Grand Boulevard,Entire rental unit,Entire home/apt,4.93,6,3.0,3.0,170.0,4.9-5.0
41.76429,-87.62049,Greater Grand Crossing,Entire home,Entire home/apt,4.82,12,4.0,6.0,413.0,4.8-4.9
41.99264,-87.71464,North Park,Private room in home,Private room,4.88,1,1.0,1.0,41.0,4.8-4.9
41.89506,-87.67748,West Town,Entire rental unit,Entire home/apt,4.99,6,3.0,4.0,266.0,4.9-5.0
41.77668,-87.69703,Chicago Lawn,Entire guest suite,Entire home/apt,4.55,4,2.0,2.0,112.0,4.5-4.6
41.99236,-87.71524,North Park,Private room in home,Private room,4.79,1,1.0,1.0,33.0,4.7-4.8
41.86008,-87.66361,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,59.0,4.9-5.0
41.85551,-87.66418,Lower West Side,Entire guest suite,Entire home/apt,4.94,2,1.0,1.0,132.0,4.9-5.0
41.85914,-87.66355,Lower West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.85966,-87.66151,Lower West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.92071,-87.69966,Logan Square,Tiny home,Entire home/apt,,1,0.0,1.0,13.0,No rating
41.90355,-87.73382,Humboldt Park,Entire rental unit,Entire home/apt,4.7,8,3.0,4.0,106.0,4.6-4.7
41.91618,-87.636078,Lincoln Park,Entire condo,Entire home/apt,4.94,4,1.0,1.0,132.0,4.9-5.0
41.93845,-87.66574,Lake View,Entire rental unit,Entire home/apt,4.5,1,1.0,1.0,80.0,4.25-4.5
41.7961529,-87.59193789999999,Hyde Park,Entire home,Entire home/apt,5.0,4,2.0,2.0,175.0,4.9-5.0
41.88419,-87.6966,East Garfield Park,Private room in home,Private room,,2,1.0,1.0,44.0,No rating
41.8829,-87.69509,East Garfield Park,Private room in home,Private room,4.0,2,1.0,1.0,59.0,3.5-4.0
41.8597,-87.66149,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.83037,-87.61904,Douglas,Entire rental unit,Entire home/apt,4.89,2,1.0,2.0,105.0,4.8-4.9
41.88321,-87.69676,East Garfield Park,Private room in home,Private room,,2,1.0,1.0,44.0,No rating
41.89726,-87.67734,West Town,Entire rental unit,Entire home/apt,4.97,4,2.0,2.0,131.0,4.9-5.0
42.00736,-87.66126,Rogers Park,Entire home,Entire home/apt,4.84,8,4.0,5.0,825.0,4.8-4.9
41.97093,-87.76929,Jefferson Park,Entire home,Entire home/apt,4.89,6,3.0,4.0,275.0,4.8-4.9
41.97898,-87.67335,Edgewater,Entire condo,Entire home/apt,5.0,4,2.0,2.0,275.0,4.9-5.0
41.93658,-87.71897,Avondale,Entire rental unit,Entire home/apt,4.97,2,1.0,1.0,107.0,4.9-5.0
41.93454,-87.64303,Lake View,Private room in home,Private room,4.87,4,1.0,2.0,70.0,4.8-4.9
42.00902,-87.67049,Rogers Park,Entire condo,Entire home/apt,4.91,3,1.0,1.0,125.0,4.9-5.0
41.98448,-87.81186,Norwood Park,Private room in home,Private room,4.84,1,1.0,1.0,41.0,4.8-4.9
42.00989,-87.66378,Rogers Park,Entire rental unit,Entire home/apt,4.54,2,2.0,2.0,142.0,4.5-4.6
41.91184,-87.67439,West Town,Entire rental unit,Entire home/apt,4.95,4,0.0,2.0,132.0,4.9-5.0
41.87274,-87.65136,Near West Side,Entire home,Entire home/apt,4.66,7,3.0,4.0,148.0,4.6-4.7
41.77413,-87.61329,Woodlawn,Entire rental unit,Entire home/apt,4.82,6,3.0,3.0,140.0,4.8-4.9
41.8945286,-87.63340520000003,Near North Side,Entire rental unit,Entire home/apt,,6,3.0,3.0,217.0,No rating
41.8945286,-87.63340520000003,Near North Side,Entire rental unit,Entire home/apt,,6,3.0,3.0,167.0,No rating
41.91943,-87.68898,Logan Square,Entire guesthouse,Entire home/apt,4.98,4,2.0,2.0,139.0,4.9-5.0
41.99261,-87.71617,North Park,Private room in home,Private room,4.82,1,1.0,1.0,34.0,4.8-4.9
41.87119,-87.65149,Near West Side,Private room in rental unit,Private room,4.59,2,1.0,1.0,74.0,4.5-4.6
41.87242,-87.65313,Near West Side,Entire rental unit,Entire home/apt,4.73,5,3.0,4.0,140.0,4.7-4.8
41.86878,-87.65696,Near West Side,Entire rental unit,Entire home/apt,4.65,7,4.0,5.0,165.0,4.6-4.7
41.869,-87.65542,Near West Side,Entire home,Entire home/apt,4.7,6,3.0,3.0,150.0,4.6-4.7
41.86757,-87.65625,Near West Side,Entire home,Entire home/apt,4.5,6,3.0,3.0,140.0,4.25-4.5
41.8785,-87.68194,Near West Side,Entire rental unit,Entire home/apt,5.0,5,3.0,3.0,113.0,4.9-5.0
41.896,-87.62727,Near North Side,Entire condo,Entire home/apt,4.8,3,1.0,1.0,95.0,4.7-4.8
41.89476,-87.62564,Near North Side,Entire condo,Entire home/apt,4.6,3,1.0,1.0,95.0,4.5-4.6
41.87316,-87.72808,West Garfield Park,Private room in townhouse,Private room,4.68,2,1.0,1.0,45.0,4.6-4.7
41.9295,-87.71515,Logan Square,Entire home,Entire home/apt,4.98,10,4.0,6.0,729.0,4.9-5.0
41.87129,-87.72598,West Garfield Park,Private room in townhouse,Private room,4.71,3,1.0,2.0,45.0,4.7-4.8
41.91203,-87.63634,Lincoln Park,Entire rental unit,Entire home/apt,4.67,4,2.0,2.0,117.0,4.6-4.7
41.90015,-87.68286,West Town,Entire rental unit,Entire home/apt,4.94,4,2.0,3.0,55.0,4.9-5.0
41.87241,-87.72621,West Garfield Park,Private room in townhouse,Private room,4.75,3,1.0,2.0,45.0,4.7-4.8
41.85525,-87.64679,Lower West Side,Entire rental unit,Entire home/apt,5.0,6,2.0,2.0,99.0,4.9-5.0
41.94333,-87.73052,Irving Park,Entire guest suite,Entire home/apt,4.86,2,1.0,1.0,110.0,4.8-4.9
41.87211,-87.65308,Near West Side,Private room in home,Private room,4.79,2,1.0,1.0,88.0,4.7-4.8
41.9089458,-87.6504842,Near North Side,Entire rental unit,Entire home/apt,5.0,2,0.0,1.0,96.0,4.9-5.0
41.9089458,-87.6504842,Near North Side,Entire rental unit,Entire home/apt,5.0,2,0.0,1.0,93.0,4.9-5.0
41.87023,-87.65157,Near West Side,Private room in home,Private room,4.55,2,1.0,1.0,55.0,4.5-4.6
41.86751,-87.65739,Near West Side,Entire home,Entire home/apt,4.65,7,3.0,4.0,143.0,4.6-4.7
41.9089458,-87.6504842,Near North Side,Entire rental unit,Entire home/apt,4.0,2,0.0,1.0,96.0,3.5-4.0
41.76626,-87.61898,Greater Grand Crossing,Entire rental unit,Entire home/apt,4.88,16,1.0,1.0,159.0,4.8-4.9
41.94473,-87.65653,Lake View,Entire home,Entire home/apt,4.89,3,1.0,1.0,101.0,4.8-4.9
41.8949890200915,-87.6582719385624,West Town,Entire rental unit,Entire home/apt,4.43,3,2.0,2.0,170.0,4.25-4.5
41.77532,-87.60143,Woodlawn,Entire rental unit,Entire home/apt,4.31,7,3.0,4.0,95.0,4.25-4.5
41.93264,-87.72496,Avondale,Entire rental unit,Entire home/apt,4.81,6,3.0,4.0,128.0,4.8-4.9
41.90883,-87.73023,Humboldt Park,Entire rental unit,Entire home/apt,5.0,5,2.0,3.0,153.0,4.9-5.0
41.91702,-87.69843,Logan Square,Entire home,Entire home/apt,4.63,10,5.0,6.0,300.0,4.6-4.7
41.95526,-87.6564,Uptown,Entire rental unit,Entire home/apt,4.87,4,1.0,3.0,85.0,4.8-4.9
41.90188,-87.66802,West Town,Entire rental unit,Entire home/apt,4.77,8,4.0,8.0,225.0,4.7-4.8
41.87169,-87.65091,Near West Side,Private room in rental unit,Private room,4.79,2,1.0,1.0,60.0,4.7-4.8
41.90028,-87.66787,West Town,Entire rental unit,Entire home/apt,,6,3.0,6.0,225.0,No rating
41.9486,-87.71203,Irving Park,Private room in rental unit,Private room,4.58,2,1.0,1.0,49.0,4.5-4.6
41.94721,-87.71363,Irving Park,Private room in rental unit,Private room,4.69,2,1.0,1.0,52.0,4.6-4.7
41.94878,-87.71364,Irving Park,Private room in rental unit,Private room,4.63,2,1.0,2.0,44.0,4.6-4.7
41.98426894142706,-87.70332199121275,West Ridge,Entire rental unit,Entire home/apt,5.0,8,3.0,4.0,96.0,4.9-5.0
41.95642852783203,-87.65574645996094,Uptown,Entire rental unit,Entire home/apt,4.86,4,1.0,3.0,91.0,4.8-4.9
41.98403,-87.81012,Norwood Park,Private room in home,Private room,4.88,1,1.0,1.0,45.0,4.8-4.9
41.94031,-87.70431,Avondale,Entire rental unit,Entire home/apt,,4,2.0,4.0,350.0,No rating
41.91222,-87.64456,Lincoln Park,Entire townhouse,Entire home/apt,4.63,6,3.0,3.0,267.0,4.6-4.7
41.81572,-87.60135,Kenwood,Entire guest suite,Entire home/apt,4.74,2,1.0,1.0,150.0,4.7-4.8
41.9793765,-87.69028399999999,Lincoln Square,Entire condo,Entire home/apt,4.61,2,1.0,1.0,98.0,4.6-4.7
41.91037,-87.64221,Near North Side,Entire rental unit,Entire home/apt,4.87,6,2.0,3.0,115.0,4.8-4.9
41.96165,-87.72978,Albany Park,Private room in home,Private room,4.3,1,1.0,1.0,77.0,4.25-4.5
41.96219,-87.73105,Albany Park,Private room in home,Private room,4.6,1,1.0,1.0,77.0,4.5-4.6
41.908788649531225,-87.63259155274532,Near North Side,Entire rental unit,Entire home/apt,4.93,6,2.0,3.0,292.0,4.9-5.0
41.94783401489258,-87.65404510498047,Lake View,Entire rental unit,Entire home/apt,4.78,9,4.0,5.0,479.0,4.7-4.8
41.89593,-87.66542,West Town,Entire rental unit,Entire home/apt,5.0,3,1.0,2.0,74.0,4.9-5.0
41.89645,-87.66592,West Town,Private room in rental unit,Private room,4.8,2,1.0,1.0,88.0,4.7-4.8
41.91283,-87.70497,Humboldt Park,Entire rental unit,Entire home/apt,4.6,4,1.0,1.0,53.0,4.5-4.6
41.96718,-87.76845,Portage Park,Entire rental unit,Entire home/apt,4.0,8,3.0,5.0,75.0,3.5-4.0
41.90276,-87.633,Near North Side,Entire condo,Entire home/apt,4.82,3,1.0,1.0,105.0,4.8-4.9
41.94776,-87.66044,Lake View,Entire rental unit,Entire home/apt,4.86,14,5.0,9.0,671.0,4.8-4.9
41.94714,-87.653389,Lake View,Entire rental unit,Entire home/apt,4.64,5,2.0,2.0,144.0,4.6-4.7
41.78149,-87.6043,Woodlawn,Entire rental unit,Entire home/apt,4.83,6,4.0,4.0,116.0,4.8-4.9
41.88645,-87.71073,East Garfield Park,Entire rental unit,Entire home/apt,4.71,8,2.0,4.0,180.0,4.7-4.8
41.93868,-87.65362,Lake View,Entire condo,Entire home/apt,5.0,2,0.0,1.0,135.0,4.9-5.0
41.83347,-87.61779,Douglas,Private room in home,Private room,4.81,2,1.0,1.0,55.0,4.8-4.9
41.87077,-87.62993,Loop,Entire rental unit,Entire home/apt,4.8,3,1.0,2.0,205.0,4.7-4.8
41.8695,-87.63214,Loop,Entire rental unit,Entire home/apt,4.71,3,1.0,2.0,171.0,4.7-4.8
41.8711,-87.63057,Loop,Entire rental unit,Entire home/apt,4.81,5,2.0,4.0,398.0,4.8-4.9
41.87127,-87.63172,Loop,Entire rental unit,Entire home/apt,4.82,8,3.0,5.0,333.0,4.8-4.9
41.86943,-87.62987,Loop,Entire rental unit,Entire home/apt,4.71,2,0.0,1.0,169.0,4.7-4.8
41.8712,-87.63032,Loop,Entire rental unit,Entire home/apt,4.79,2,0.0,1.0,155.0,4.7-4.8
41.90369,-87.62778,Near North Side,Entire rental unit,Entire home/apt,4.9,3,1.0,1.0,89.0,4.8-4.9
41.89439,-87.62719,Near North Side,Entire condo,Entire home/apt,4.5,3,1.0,1.0,97.0,4.25-4.5
41.87719,-87.70246,East Garfield Park,Private room in home,Private room,4.33,2,1.0,1.0,60.0,4.25-4.5
41.91768,-87.65261,Lincoln Park,Entire condo,Entire home/apt,4.95,9,2.0,5.0,290.0,4.9-5.0
41.93855,-87.66497,Lake View,Entire rental unit,Entire home/apt,5.0,1,1.0,1.0,50.0,4.9-5.0
41.90294,-87.67646,West Town,Entire rental unit,Entire home/apt,4.95,6,3.0,3.0,112.0,4.9-5.0
41.93883,-87.78852,Dunning,Private room in home,Private room,4.89,2,1.0,1.0,75.0,4.8-4.9
41.76047,-87.59092,South Shore,Entire rental unit,Entire home/apt,4.64,8,3.0,3.0,127.0,4.6-4.7
41.8945286,-87.63340520000003,Near North Side,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,121.0,4.9-5.0
41.93435,-87.70474,Avondale,Entire rental unit,Entire home/apt,5.0,6,2.0,2.0,125.0,4.9-5.0
41.7991,-87.77937,Garfield Ridge,Entire home,Entire home/apt,4.73,8,4.0,4.0,145.0,4.7-4.8
41.88735,-87.63402,Loop,Entire condo,Entire home/apt,4.87,4,1.0,1.0,250.0,4.8-4.9
41.88074,-87.6827,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.88154,-87.68296,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.88207,-87.68071,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.88044,-87.681,Near West Side,Private room in rental unit,Private room,4.67,2,1.0,1.0,44.0,4.6-4.7
41.88028,-87.68088,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.8822,-87.68229,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,59.0,No rating
41.8801,-87.6812,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.89268,-87.67979,West Town,Entire home,Entire home/apt,4.36,8,3.0,3.0,161.0,4.25-4.5
42.01502,-87.66814,Rogers Park,Entire rental unit,Entire home/apt,,1,1.0,0.0,49.0,No rating
41.75497,-87.58308,South Shore,Private room in bungalow,Private room,4.14,2,1.0,1.0,31.0,4.0-4.25
41.89633,-87.63775,Near North Side,Entire condo,Entire home/apt,4.98,10,3.0,5.0,493.0,4.9-5.0
42.01208,-87.68072,Rogers Park,Entire rental unit,Entire home/apt,4.76,6,3.0,3.0,99.0,4.7-4.8
41.9176,-87.67468,Logan Square,Entire condo,Entire home/apt,4.67,3,1.0,2.0,100.0,4.6-4.7
41.88462,-87.6951,East Garfield Park,Private room in home,Private room,,2,1.0,1.0,44.0,No rating
41.88496,-87.69635,East Garfield Park,Private room in home,Private room,,2,1.0,1.0,44.0,No rating
41.88318,-87.69448,East Garfield Park,Private room in home,Private room,,2,1.0,1.0,44.0,No rating
41.88357,-87.69446,East Garfield Park,Private room in home,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.8829,-87.69509,East Garfield Park,Private room in home,Private room,,2,1.0,1.0,44.0,No rating
41.81596,-87.61017,Grand Boulevard,Entire condo,Entire home/apt,5.0,4,2.0,2.0,135.0,4.9-5.0
41.94669,-87.65532,Lake View,Entire rental unit,Entire home/apt,4.76,5,2.0,2.0,173.0,4.7-4.8
41.9468864,-87.6649941,Lake View,Entire rental unit,Entire home/apt,4.94,2,1.0,1.0,73.0,4.9-5.0
41.94124,-87.73253,Irving Park,Entire rental unit,Entire home/apt,4.92,2,0.0,1.0,75.0,4.9-5.0
41.92918,-87.70099,Logan Square,Entire rental unit,Entire home/apt,4.96,4,2.0,2.0,92.0,4.9-5.0
41.89525,-87.65417,West Town,Entire townhouse,Entire home/apt,5.0,10,4.0,5.0,653.0,4.9-5.0
41.90138,-87.67707,West Town,Entire guesthouse,Entire home/apt,4.98,5,2.0,3.0,276.0,4.9-5.0
41.90422,-87.72477,Humboldt Park,Entire rental unit,Entire home/apt,5.0,1,1.0,1.0,130.0,4.9-5.0
41.88176,-87.65969,Near West Side,Entire loft,Entire home/apt,,4,2.0,2.0,300.0,No rating
41.93888,-87.6665,Lake View,Entire rental unit,Entire home/apt,,3,2.0,2.0,250.0,No rating
41.92874,-87.66016,Lincoln Park,Entire rental unit,Entire home/apt,4.64,4,2.0,3.0,400.0,4.6-4.7
41.84894,-87.68243,Lower West Side,Private room in rental unit,Private room,5.0,1,1.0,1.0,91.0,4.9-5.0
41.86965,-87.62743,Loop,Entire condo,Entire home/apt,5.0,2,1.0,1.0,155.0,4.9-5.0
41.88345,-87.64352,Near West Side,Entire rental unit,Entire home/apt,4.29,2,0.0,1.0,350.0,4.25-4.5
41.91483,-87.68923,Logan Square,Entire rental unit,Entire home/apt,4.98,10,4.0,6.0,545.0,4.9-5.0
42.00933,-87.67828,Rogers Park,Entire rental unit,Entire home/apt,5.0,6,3.0,4.0,268.0,4.9-5.0
41.94174,-87.64841,Lake View,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,269.0,4.9-5.0
41.8805,-87.68287,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.90245,-87.6908,West Town,Entire home,Entire home/apt,4.71,13,5.0,5.0,225.0,4.7-4.8
41.9258197083025,-87.71468750760835,Logan Square,Entire rental unit,Entire home/apt,5.0,6,3.0,4.0,250.0,4.9-5.0
41.90738,-87.64833,Near North Side,Entire rental unit,Entire home/apt,5.0,16,4.0,12.0,408.0,4.9-5.0
41.77012,-87.57767,South Shore,Entire home,Entire home/apt,5.0,10,5.0,8.0,652.0,4.9-5.0
41.73131,-87.64232,Auburn Gresham,Entire home,Entire home/apt,4.77,10,4.0,7.0,321.0,4.7-4.8
41.93279,-87.71163,Avondale,Entire rental unit,Entire home/apt,4.96,4,2.0,3.0,139.0,4.9-5.0
41.83269,-87.61029,Douglas,Private room in home,Private room,4.91,2,1.0,1.0,70.0,4.9-5.0
41.83289,-87.61055,Douglas,Private room in home,Private room,4.92,2,1.0,1.0,80.0,4.9-5.0
41.83346,-87.60964,Douglas,Private room in home,Private room,4.98,2,1.0,1.0,86.0,4.9-5.0
41.89973,-87.75925,Austin,Entire rental unit,Entire home/apt,4.29,4,2.0,3.0,125.0,4.25-4.5
41.88324,-87.69476,East Garfield Park,Private room in home,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.83307,-87.61,Douglas,Private room in home,Private room,4.95,2,1.0,1.0,93.0,4.9-5.0
41.89851,-87.67059,West Town,Entire townhouse,Entire home/apt,4.86,10,4.0,4.0,550.0,4.8-4.9
41.89951,-87.62178,Near North Side,Entire condo,Entire home/apt,4.84,12,4.0,4.0,642.0,4.8-4.9
41.88966,-87.71567,Humboldt Park,Private room in rental unit,Private room,4.43,1,1.0,1.0,48.0,4.25-4.5
41.89681,-87.67606,West Town,Entire guesthouse,Entire home/apt,4.95,4,1.0,2.0,200.0,4.9-5.0
41.84408,-87.72292,South Lawndale,Entire rental unit,Entire home/apt,4.7,16,5.0,9.0,294.0,4.6-4.7
41.88257,-87.6837,Near West Side,Private room in rental unit,Private room,4.0,2,1.0,1.0,59.0,3.5-4.0
41.88303,-87.68238,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.88082,-87.68322,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.88297,-87.6826,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.88118,-87.6836,Near West Side,Private room in rental unit,Private room,3.0,2,1.0,1.0,44.0,2.0-3.0
41.88166,-87.68178,Near West Side,Private room in rental unit,Private room,,2,1.0,1.0,44.0,No rating
41.88124,-87.68191,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0,4.9-5.0
41.80427,-87.58428,Kenwood,Entire condo,Entire home/apt,4.0,16,1.0,1.0,214.0,3.5-4.0
41.94327,-87.67001,Lake View,Entire rental unit,Entire home/apt,4.79,2,1.0,1.0,60.0,4.7-4.8
41.94424,-87.64674,Lake View,Entire rental unit,Entire home/apt,4.78,2,1.0,1.0,62.0,4.7-4.8
41.9444,-87.6453,Lake View,Entire rental unit,Entire home/apt,4.81,2,1.0,1.0,105.0,4.8-4.9
41.94996,-87.65753,Lake View,Entire rental unit,Entire home/apt,4.76,4,2.0,2.0,93.0,4.7-4.8
41.93023,-87.66241,Lincoln Park,Entire home,Entire home/apt,4.34,16,8.0,9.0,360.0,4.25-4.5
41.87737,-87.71382,East Garfield Park,Private room in rental unit,Private room,4.83,1,1.0,1.0,42.0,4.8-4.9
41.95257,-87.67756,North Center,Entire rental unit,Entire home/apt,4.73,2,1.0,1.0,61.0,4.7-4.8
41.8670646,-87.6231114,Near South Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,121.0,No rating
41.89987,-87.63282,Near North Side,Entire home,Entire home/apt,4.88,12,4.0,6.0,1600.0,4.8-4.9
41.8670646,-87.6231114,Near South Side,Entire rental unit,Entire home/apt,3.0,2,0.0,1.0,110.0,2.0-3.0
41.944618,-87.652596,Lake View,Entire condo,Entire home/apt,4.97,4,2.0,2.0,246.0,4.9-5.0
41.93825,-87.64123,Lake View,Entire rental unit,Entire home/apt,4.92,16,4.0,10.0,363.0,4.9-5.0
41.76009,-87.5544,South Shore,Entire rental unit,Entire home/apt,5.0,16,1.0,1.0,199.0,4.9-5.0
41.92562,-87.65223,Lincoln Park,Entire guest suite,Entire home/apt,4.84,4,2.0,2.0,250.0,4.8-4.9
41.8670646,-87.6231114,Near South Side,Entire rental unit,Entire home/apt,4.0,2,1.0,1.0,124.0,3.5-4.0
41.97071,-87.71236,Albany Park,Private room in condo,Private room,4.98,2,1.0,1.0,55.0,4.9-5.0
41.91888,-87.70954,Logan Square,Entire rental unit,Entire home/apt,4.94,2,1.0,1.0,113.0,4.9-5.0
41.90164,-87.67239,West Town,Entire home,Entire home/apt,4.7,12,4.0,6.0,333.0,4.6-4.7
41.90106,-87.61987,Near North Side,Entire condo,Entire home/apt,4.94,6,2.0,2.0,224.0,4.9-5.0
41.9755222797301,-87.65830818649621,Uptown,Private room in rental unit,Private room,,2,1.0,1.0,99.0,No rating
41.8670646,-87.6231114,Near South Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,121.0,No rating
41.8670646,-87.6231114,Near South Side,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,128.0,4.9-5.0
41.8685,-87.62746,Loop,Entire rental unit,Entire home/apt,4.9,4,1.0,3.0,122.0,4.8-4.9
41.91884,-87.73608,Hermosa,Private room in home,Private room,5.0,2,1.0,1.0,130.0,4.9-5.0
41.87047,-87.62798,Loop,Entire condo,Entire home/apt,5.0,3,1.0,1.0,210.0,4.9-5.0
41.93038,-87.64263,Lincoln Park,Entire condo,Entire home/apt,4.87,4,2.0,3.0,150.0,4.8-4.9
41.93781304915991,-87.67783021520268,North Center,Entire guesthouse,Entire home/apt,4.91,4,2.0,2.0,139.0,4.9-5.0
41.84616,-87.64165,Bridgeport,Entire rental unit,Entire home/apt,4.79,8,3.0,6.0,140.0,4.7-4.8
41.91468,-87.70439,Logan Square,Entire rental unit,Entire home/apt,5.0,6,2.0,2.0,321.0,4.9-5.0
41.91404,-87.70622,Logan Square,Entire rental unit,Entire home/apt,4.81,4,1.0,2.0,91.0,4.8-4.9
41.89525,-87.62664,Near North Side,Entire condo,Entire home/apt,5.0,2,1.0,1.0,110.0,4.9-5.0
41.89525,-87.62664,Near North Side,Entire condo,Entire home/apt,5.0,3,1.0,1.0,95.0,4.9-5.0
41.92826,-87.64384,Lincoln Park,Entire rental unit,Entire home/apt,4.56,4,1.0,2.0,124.0,4.5-4.6
41.94977,-87.65721,Lake View,Entire condo,Entire home/apt,4.94,6,2.0,3.0,387.0,4.9-5.0
41.89769,-87.63165,Near North Side,Entire serviced apartment,Entire home/apt,5.0,4,1.0,2.0,174.0,4.9-5.0
41.88748,-87.61921,Loop,Entire serviced apartment,Entire home/apt,,6,2.0,2.0,239.0,No rating
41.88628,-87.61911,Loop,Entire serviced apartment,Entire home/apt,5.0,4,1.0,2.0,176.0,4.9-5.0
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,4.5,2,1.0,1.0,125.0,4.25-4.5
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,125.0,No rating
41.918316,-87.702812,Logan Square,Entire rental unit,Entire home/apt,5.0,6,3.0,3.0,309.0,4.9-5.0
41.89525,-87.62664,Near North Side,Entire condo,Entire home/apt,5.0,3,2.0,2.0,193.0,4.9-5.0
41.98809,-87.66368,Edgewater,Entire rental unit,Entire home/apt,,4,2.0,2.0,774.0,No rating
41.98789,-87.66369,Edgewater,Private room in bed and breakfast,Private room,4.82,2,1.0,1.0,174.0,4.8-4.9
41.98763,-87.66532,Edgewater,Private room in bed and breakfast,Private room,4.71,2,1.0,1.0,154.0,4.7-4.8
41.98781,-87.66588,Edgewater,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,187.0,4.9-5.0
41.98902,-87.66584,Edgewater,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,174.0,4.9-5.0
41.98906,-87.66399,Edgewater,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,236.0,4.9-5.0
41.91975,-87.73593,Hermosa,Private room in home,Private room,4.5,2,1.0,1.0,100.0,4.25-4.5
41.90848,-87.67934,West Town,Entire guest suite,Entire home/apt,5.0,4,2.0,2.0,499.0,4.9-5.0
41.88366,-87.66862,Near West Side,Entire guest suite,Entire home/apt,4.85,6,2.0,2.0,171.0,4.8-4.9
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,125.0,4.9-5.0
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,123.0,No rating
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,124.0,No rating
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,3.67,2,1.0,1.0,106.0,3.5-4.0
