latitude,longitude,neighbourhood_cleansed,property_type,room_type,review_scores_rating,accommodates,bedrooms,beds,price,rating_bucket
41.89634,-87.65608,West Town,Entire rental unit,Entire home/apt,4.9,6,3.0,4.0,178.0,4.8-4.9
41.94272,-87.68409,North Center,Entire condo,Entire home/apt,4.92,4,2.0,2.0,228.0,4.9-5.0
41.96316,-87.69208,Lincoln Square,Entire rental unit,Entire home/apt,4.79,2,1.0,1.0,88.0,4.7-4.8
41.90006,-87.68096,West Town,Entire condo,Entire home/apt,4.8,3,1.0,2.0,135.0,4.7-4.8
41.88152,-87.69768,East Garfield Park,Private room in townhouse,Private room,4.77,1,1.0,1.0,36.0,4.7-4.8
41.79606,-87.62382,Washington Park,Private room in condo,Private room,4.75,2,1.0,1.0,80.0,4.7-4.8
41.85669,-87.65132,Lower West Side,Private room in rental unit,Private room,4.89,2,1.0,1.0,65.0,4.8-4.9
41.85295,-87.70686,South Lawndale,Private room in home,Private room,3.67,1,1.0,1.0,45.0,3.5-4.0
41.85361,-87.62434,Near South Side,Entire rental unit,Entire home/apt,4.76,2,1.0,2.0,90.0,4.7-4.8
41.89288,-87.68458,West Town,Entire rental unit,Entire home/apt,4.92,2,1.0,1.0,147.0,4.9-5.0
41.90026,-87.66871,West Town,Entire rental unit,Entire home/apt,4.91,5,2.0,2.0,189.0,4.9-5.0
41.78225,-87.72806,West Lawn,Private room in home,Private room,4.85,2,1.0,1.0,39.0,4.8-4.9
41.77206,-87.56982,South Shore,Entire condo,Entire home/apt,4.84,2,2.0,1.0,85.0,4.8-4.9
41.91571,-87.67449,Logan Square,Entire rental unit,Entire home/apt,4.83,3,1.0,1.0,99.0,4.8-4.9
41.96136,-87.6784,North Center,Entire guest suite,Entire home/apt,4.94,4,2.0,2.0,163.0,4.9-5.0
41.91533279418945,-87.67047882080078,Logan Square,Entire rental unit,Entire home/apt,4.75,6,2.0,4.0,113.0,4.7-4.8
41.93105,-87.71177,Logan Square,Entire rental unit,Entire home/apt,4.95,6,2.0,3.0,158.0,4.9-5.0
41.91634,-87.69335,Logan Square,Entire home,Entire home/apt,4.9,16,6.0,10.0,849.0,4.8-4.9
42.013777799902776,-87.67188185110726,Rogers Park,Private room in rental unit,Private room,4.83,2,1.0,1.0,79.0,4.8-4.9
41.96713,-87.70899,Albany Park,Entire condo,Entire home/apt,4.54,2,3.0,3.0,60.0,4.5-4.6
41.98908,-87.66697,Edgewater,Entire rental unit,Entire home/apt,4.93,4,1.0,3.0,89.0,4.9-5.0
41.7879,-87.5878,Hyde Park,Private room in condo,Private room,4.99,1,1.0,1.0,125.0,4.9-5.0
41.90166,-87.68021,West Town,Entire rental unit,Entire home/apt,4.72,2,1.0,1.0,100.0,4.7-4.8
41.91196,-87.63981,Lincoln Park,Entire rental unit,Entire home/apt,4.71,4,2.0,2.0,122.0,4.7-4.8
41.92137,-87.67933,Logan Square,Entire loft,Entire home/apt,4.81,6,3.0,3.0,147.0,4.8-4.9
41.89615,-87.67934,West Town,Private room in rental unit,Private room,4.89,2,1.0,1.0,92.0,4.8-4.9
41.9796,-87.66512,Edgewater,Entire rental unit,Entire home/apt,4.97,1,1.0,1.0,108.0,4.9-5.0
41.94342,-87.68121,North Center,Entire rental unit,Entire home/apt,4.78,8,3.0,3.0,181.0,4.7-4.8
41.91289,-87.63864,Lincoln Park,Entire rental unit,Entire home/apt,4.78,10,4.0,4.0,229.0,4.7-4.8
41.92918,-87.70219,Logan Square,Entire rental unit,Entire home/apt,4.95,5,2.0,3.0,250.0,4.9-5.0
41.68843,-87.60712,Pullman,Entire rental unit,Entire home/apt,4.9,2,1.0,1.0,125.0,4.8-4.9
41.68954,-87.60786,Pullman,Entire place,Entire home/apt,4.92,1,1.0,1.0,50.0,4.9-5.0
41.68912,-87.60725,Pullman,Entire rental unit,Entire home/apt,4.83,2,2.0,1.0,125.0,4.8-4.9
41.92589,-87.69737,Logan Square,Private room in home,Private room,4.93,1,1.0,1.0,91.0,4.9-5.0
41.95758,-87.7271,Irving Park,Private room in home,Private room,4.82,2,1.0,1.0,65.0,4.8-4.9
41.85923,-87.62198,Near South Side,Entire condo,Entire home/apt,4.84,2,2.0,1.0,170.0,4.8-4.9
41.88413,-87.64315,Near West Side,Entire condo,Entire home/apt,4.84,3,2.0,2.0,191.0,4.8-4.9
41.97806,-87.65676,Edgewater,Private room in condo,Private room,4.78,1,1.0,1.0,39.0,4.7-4.8
41.80774,-87.59459,Kenwood,Private room in condo,Private room,4.97,2,1.0,1.0,115.0,4.9-5.0
41.94107,-87.65492,Lake View,Entire loft,Entire home/apt,4.9,4,2.0,2.0,132.0,4.8-4.9
41.89629,-87.65704,West Town,Entire home,Entire home/apt,4.85,12,3.0,5.0,208.0,4.8-4.9
41.88947,-87.66933,West Town,Entire rental unit,Entire home/apt,4.51,3,2.0,2.0,114.0,4.5-4.6
41.92518,-87.69549,Logan Square,Entire rental unit,Entire home/apt,4.81,4,1.0,2.0,67.0,4.8-4.9
41.96678,-87.6973,Lincoln Square,Entire guest suite,Entire home/apt,4.92,4,1.0,1.0,101.0,4.9-5.0
41.93142,-87.69989,Logan Square,Entire rental unit,Entire home/apt,4.88,3,2.0,3.0,150.0,4.8-4.9
41.96528,-87.6831,Lincoln Square,Private room in rental unit,Private room,4.56,2,1.0,1.0,36.0,4.5-4.6
41.99688,-87.66449,Edgewater,Private room in condo,Private room,4.91,2,1.0,1.0,70.0,4.9-5.0
41.94256,-87.67171,Lake View,Entire condo,Entire home/apt,4.98,4,2.0,2.0,276.0,4.9-5.0
41.99178,-87.75747,Forest Glen,Private room in home,Private room,4.93,2,1.0,1.0,80.0,4.9-5.0
41.99405,-87.75746,Forest Glen,Private room in home,Private room,4.93,1,1.0,1.0,70.0,4.9-5.0
41.99373,-87.68279,West Ridge,Private room in condo,Private room,4.9,2,1.0,1.0,63.0,4.8-4.9
41.90437,-87.6335,Near North Side,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,97.0,4.8-4.9
41.93903,-87.65196,Lake View,Entire rental unit,Entire home/apt,4.69,2,1.0,1.0,86.0,4.6-4.7
41.9765,-87.68144,Lincoln Square,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,142.0,4.8-4.9
41.93115,-87.71836,Logan Square,Entire rental unit,Entire home/apt,4.79,5,3.0,6.0,62.0,4.7-4.8
41.92218,-87.66079,Lincoln Park,Private room in condo,Private room,4.93,2,3.0,1.0,85.0,4.9-5.0
41.92708,-87.71212,Logan Square,Private room in home,Private room,4.99,2,1.0,1.0,110.0,4.9-5.0
41.88538,-87.69801,East Garfield Park,Private room in home,Private room,4.91,2,1.0,1.0,136.0,4.9-5.0
41.89602,-87.65659,West Town,Entire condo,Entire home/apt,4.94,6,3.0,3.0,206.0,4.9-5.0
41.86801,-87.67877,Near West Side,Entire home,Entire home/apt,4.75,5,2.0,2.0,133.0,4.7-4.8
42.00588,-87.66853,Rogers Park,Private room in home,Private room,4.98,2,1.0,1.0,89.0,4.9-5.0
42.00477,-87.66842,Rogers Park,Private room in home,Private room,4.98,2,1.0,1.0,79.0,4.9-5.0
42.00378,-87.66807,Rogers Park,Private room in home,Private room,4.94,2,1.0,2.0,79.0,4.9-5.0
42.00456,-87.67058,Rogers Park,Entire rental unit,Entire home/apt,4.95,4,2.0,3.0,179.0,4.9-5.0
41.89395,-87.62593,Near North Side,Entire rental unit,Entire home/apt,4.66,2,1.0,2.0,85.0,4.6-4.7
41.8544,-87.70852,North Lawndale,Private room in home,Private room,4.36,4,1.0,1.0,45.0,4.25-4.5
41.85454,-87.70802,North Lawndale,Private room in rental unit,Private room,4.0,2,1.0,1.0,45.0,3.5-4.0
41.85395,-87.62468,Near South Side,Entire rental unit,Entire home/apt,5.0,3,1.0,2.0,90.0,4.9-5.0
41.87033,-87.6826,Near West Side,Entire condo,Entire home/apt,4.89,6,3.0,4.0,174.0,4.8-4.9
41.90914,-87.67859,West Town,Entire rental unit,Entire home/apt,4.9,3,2.0,4.0,126.0,4.8-4.9
42.01938,-87.67985,Rogers Park,Entire rental unit,Entire home/apt,4.35,6,2.0,2.0,149.0,4.25-4.5
41.86967,-87.68284,Near West Side,Private room in home,Private room,4.65,2,1.0,1.0,103.0,4.6-4.7
41.93089,-87.66946,Lincoln Park,Entire home,Entire home/apt,4.84,16,4.0,11.0,516.0,4.8-4.9
41.91984,-87.68962,Logan Square,Private room in home,Private room,4.97,2,1.0,1.0,90.0,4.9-5.0
41.96909,-87.67407,Uptown,Entire home,Entire home/apt,4.65,6,3.0,3.0,200.0,4.6-4.7
42.01653,-87.68788,West Ridge,Shared room in rental unit,Shared room,4.62,1,1.0,1.0,18.0,4.6-4.7
41.91175,-87.63834,Lincoln Park,Entire rental unit,Entire home/apt,4.82,4,2.0,2.0,158.0,4.8-4.9
41.71554,-87.67197,Beverly,Private room in bungalow,Private room,4.85,2,1.0,1.0,49.0,4.8-4.9
41.85592,-87.66249,Lower West Side,Private room in home,Private room,4.9,4,1.0,1.0,47.0,4.8-4.9
41.90532,-87.64761,Near North Side,Entire rental unit,Entire home/apt,4.94,10,3.0,8.0,268.0,4.9-5.0
42.01177,-87.67758,Rogers Park,Entire rental unit,Entire home/apt,4.84,6,1.0,4.0,139.0,4.8-4.9
41.93455,-87.66141,Lake View,Entire guest suite,Entire home/apt,4.92,3,1.0,2.0,74.0,4.9-5.0
41.92817,-87.64282,Lincoln Park,Private room in rental unit,Private room,4.7,3,1.0,1.0,155.0,4.6-4.7
41.89322,-87.68572,West Town,Entire rental unit,Entire home/apt,4.91,2,1.0,1.0,110.0,4.9-5.0
41.93396,-87.65897,Lake View,Entire rental unit,Entire home/apt,4.83,4,2.0,2.0,232.0,4.8-4.9
41.94747,-87.65417,Lake View,Entire rental unit,Entire home/apt,4.8,4,1.0,2.0,179.0,4.7-4.8
41.94842,-87.65307,Lake View,Entire rental unit,Entire home/apt,4.6,7,3.0,5.0,379.0,4.5-4.6
41.94774,-87.65421,Lake View,Entire rental unit,Entire home/apt,4.9,9,4.0,5.0,479.0,4.8-4.9
41.9475,-87.6542,Lake View,Entire rental unit,Entire home/apt,4.77,9,4.0,5.0,479.0,4.7-4.8
41.77738,-87.60041,Woodlawn,Private room in home,Private room,4.89,3,1.0,1.0,79.0,4.8-4.9
41.79989,-87.59432,Hyde Park,Entire rental unit,Entire home/apt,4.48,2,1.0,1.0,69.0,4.25-4.5
41.93264,-87.64311,Lincoln Park,Entire rental unit,Entire home/apt,4.58,2,1.0,1.0,364.0,4.5-4.6
41.856382599584634,-87.71415361216066,North Lawndale,Private room in rental unit,Private room,5.0,1,4.0,0.0,45.0,4.9-5.0
41.94663,-87.70783,Irving Park,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,89.0,4.8-4.9
41.93564,-87.6424,Lake View,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,125.0,4.9-5.0
41.959981860728035,-87.73006782293396,Irving Park,Private room in rental unit,Private room,5.0,1,1.0,1.0,37.0,4.9-5.0
41.81961,-87.61324,Grand Boulevard,Entire townhouse,Entire home/apt,4.0,3,3.0,3.0,242.0,3.5-4.0
41.92118,-87.68678,Logan Square,Private room in home,Private room,4.66,2,1.0,1.0,51.0,4.6-4.7
41.89821,-87.6572,West Town,Entire condo,Entire home/apt,4.79,10,3.0,4.0,198.0,4.7-4.8
41.93338,-87.63913,Lake View,Private room in townhouse,Private room,4.84,2,1.0,1.0,75.0,4.8-4.9
41.80239,-87.60244,Kenwood,Private room in townhouse,Private room,4.91,1,1.0,1.0,55.0,4.9-5.0
41.94278,-87.65621,Lake View,Entire home,Entire home/apt,4.95,8,3.0,4.0,162.0,4.9-5.0
41.88711,-87.6438,Near West Side,Entire rental unit,Entire home/apt,4.89,5,2.0,3.0,299.0,4.8-4.9
41.88367,-87.70864,East Garfield Park,Entire condo,Entire home/apt,4.91,4,2.0,2.0,140.0,4.9-5.0
41.93594,-87.66953,Lake View,Entire rental unit,Entire home/apt,4.8,4,2.0,2.0,175.0,4.7-4.8
41.8251,-87.6739,Mckinley Park,Entire rental unit,Entire home/apt,4.79,3,2.0,2.0,90.0,4.7-4.8
41.94159,-87.65099,Lake View,Private room in rental unit,Private room,4.88,1,1.0,1.0,75.0,4.8-4.9
41.94418,-87.79895,Dunning,Private room in home,Private room,4.17,1,1.0,1.0,35.0,4.0-4.25
42.00146,-87.66982,Rogers Park,Private room in condo,Private room,4.98,2,1.0,1.0,55.0,4.9-5.0
41.79963,-87.59186,Hyde Park,Private room in rental unit,Private room,4.96,2,1.0,1.0,79.0,4.9-5.0
41.93047,-87.7196,Logan Square,Entire rental unit,Entire home/apt,4.75,2,1.0,2.0,70.0,4.7-4.8
41.99103,-87.66166,Edgewater,Private room in rental unit,Private room,4.85,1,1.0,1.0,45.0,4.8-4.9
41.95965,-87.72016,Irving Park,Entire condo,Entire home/apt,4.73,2,1.0,1.0,89.0,4.7-4.8
41.99595,-87.67545,West Ridge,Entire guest suite,Entire home/apt,4.5,2,1.0,2.0,65.0,4.25-4.5
42.0222,-87.67226,Rogers Park,Private room in condo,Private room,4.87,2,1.0,1.0,68.0,4.8-4.9
42.0168,-87.68771,West Ridge,Shared room in rental unit,Shared room,4.79,1,1.0,1.0,18.0,4.7-4.8
41.898048,-87.702972,Humboldt Park,Entire rental unit,Entire home/apt,4.87,6,2.0,3.0,115.0,4.8-4.9
41.877,-87.63055,Loop,Private room in condo,Private room,4.92,1,1.0,2.0,60.0,4.9-5.0
41.90173,-87.67359,West Town,Entire rental unit,Entire home/apt,4.98,3,1.0,1.0,257.0,4.9-5.0
41.78392,-87.72921,West Lawn,Private room in home,Private room,4.83,2,1.0,1.0,39.0,4.8-4.9
41.89637,-87.62726,Near North Side,Entire condo,Entire home/apt,4.61,2,1.0,1.0,121.0,4.6-4.7
41.8198,-87.61423,Grand Boulevard,Private room in rental unit,Private room,4.88,1,1.0,1.0,109.0,4.8-4.9
41.91374,-87.64014,Lincoln Park,Entire home,Entire home/apt,4.82,6,3.0,3.0,109.0,4.8-4.9
41.89100195894242,-87.67818282056682,West Town,Private room in rental unit,Private room,4.0,2,3.0,1.0,45.0,3.5-4.0
41.88503,-87.68664,Near West Side,Entire loft,Entire home/apt,4.81,6,2.0,2.0,106.0,4.8-4.9
41.95652,-87.64982,Uptown,Entire rental unit,Entire home/apt,4.96,2,1.0,1.0,110.0,4.9-5.0
41.95669,-87.64847,Uptown,Entire home,Entire home/apt,4.9,4,2.0,2.0,169.0,4.8-4.9
41.80392,-87.6108,Grand Boulevard,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,150.0,4.9-5.0
41.96264,-87.67296,Uptown,Private room in rental unit,Private room,4.63,2,1.0,3.0,51.0,4.6-4.7
41.94987,-87.64611,Lake View,Entire rental unit,Entire home/apt,4.73,2,1.0,1.0,129.0,4.7-4.8
41.96705,-87.65772,Uptown,Entire condo,Entire home/apt,4.98,4,2.0,2.0,282.0,4.9-5.0
41.95107,-87.71005,Irving Park,Private room in rental unit,Private room,4.94,2,1.0,2.0,71.0,4.9-5.0
41.94124,-87.64941,Lake View,Private room in condo,Private room,4.97,2,1.0,1.0,83.0,4.9-5.0
41.9254,-87.69753,Logan Square,Entire home,Entire home/apt,4.94,4,2.0,2.0,250.0,4.9-5.0
41.99632,-87.66385,Edgewater,Private room in condo,Private room,4.97,1,2.0,1.0,65.0,4.9-5.0
41.81873,-87.61387,Grand Boulevard,Entire rental unit,Entire home/apt,4.77,1,1.0,2.0,109.0,4.7-4.8
41.81793,-87.61291,Grand Boulevard,Private room in townhouse,Private room,4.85,1,1.0,1.0,113.0,4.8-4.9
42.01653,-87.68788,West Ridge,Shared room in rental unit,Shared room,4.74,1,1.0,1.0,18.0,4.7-4.8
41.90487,-87.62747,Near North Side,Entire rental unit,Entire home/apt,4.6,7,2.0,3.0,271.0,4.5-4.6
41.95518,-87.66999,Lake View,Private room in home,Private room,5.0,2,1.0,1.0,100.0,4.9-5.0
41.96114,-87.70514,Irving Park,Private room in rental unit,Private room,4.89,1,1.0,1.0,55.0,4.8-4.9
41.95931,-87.67795,North Center,Entire rental unit,Entire home/apt,4.98,4,3.0,3.0,199.0,4.9-5.0
41.95501,-87.73814,Irving Park,Private room in rental unit,Private room,4.64,3,2.0,2.0,107.0,4.6-4.7
41.96574,-87.65747,Uptown,Private room in townhouse,Private room,4.95,4,2.0,2.0,100.0,4.9-5.0
41.9116,-87.66693,West Town,Entire condo,Entire home/apt,4.61,8,2.0,8.0,189.0,4.6-4.7
41.90376,-87.69556,West Town,Entire rental unit,Entire home/apt,4.78,4,2.0,2.0,90.0,4.7-4.8
41.9581,-87.64789,Uptown,Entire rental unit,Entire home/apt,4.82,4,2.0,1.0,250.0,4.8-4.9
41.900188,-87.661751,West Town,Entire loft,Entire home/apt,4.86,4,1.0,2.0,100.0,4.8-4.9
41.92125,-87.70158,Logan Square,Private room in home,Private room,4.84,3,1.0,2.0,53.0,4.8-4.9
41.92286,-87.70154,Logan Square,Private room in home,Private room,4.87,3,1.0,2.0,59.0,4.8-4.9
41.90268,-87.62556,Near North Side,Entire rental unit,Entire home/apt,4.98,2,0.0,1.0,120.0,4.9-5.0
41.90992,-87.67521,West Town,Private room in loft,Private room,4.81,2,1.0,1.0,160.0,4.8-4.9
41.97106,-87.66777,Uptown,Room in aparthotel,Hotel room,4.93,4,2.0,2.0,342.0,4.9-5.0
41.90596,-87.67569,West Town,Entire guesthouse,Entire home/apt,4.76,2,1.0,1.0,135.0,4.7-4.8
41.97095,-87.66798,Uptown,Entire serviced apartment,Entire home/apt,4.92,6,3.0,3.0,479.0,4.9-5.0
41.97106,-87.66777,Uptown,Room in boutique hotel,Private room,4.97,2,1.0,1.0,253.0,4.9-5.0
41.91233,-87.65146,Lincoln Park,Private room in condo,Private room,4.92,2,1.0,1.0,120.0,4.9-5.0
41.90637,-87.68954,West Town,Private room in rental unit,Private room,4.73,2,1.0,1.0,75.0,4.7-4.8
41.94816,-87.68607,North Center,Entire condo,Entire home/apt,4.89,6,2.0,4.0,170.0,4.8-4.9
41.80944,-87.61664,Grand Boulevard,Entire rental unit,Entire home/apt,4.38,4,1.0,2.0,100.0,4.25-4.5
41.81214,-87.61328,Grand Boulevard,Entire condo,Entire home/apt,4.67,4,1.0,1.0,150.0,4.6-4.7
41.97,-87.66865,Uptown,Entire serviced apartment,Entire home/apt,4.92,6,3.0,3.0,999.0,4.9-5.0
41.89295,-87.62217,Near North Side,Entire rental unit,Entire home/apt,4.98,4,2.0,2.0,275.0,4.9-5.0
41.89492,-87.65926,West Town,Private room in condo,Private room,4.87,2,1.0,1.0,70.0,4.8-4.9
41.89998,-87.69244,West Town,Private room in home,Private room,4.92,3,1.0,1.0,144.0,4.9-5.0
41.92026,-87.67979,Logan Square,Entire home,Entire home/apt,5.0,4,3.0,3.0,175.0,4.9-5.0
41.8911,-87.66947,West Town,Entire condo,Entire home/apt,,8,3.0,4.0,5000.0,No rating
41.90451,-87.67943,West Town,Private room in condo,Private room,4.89,2,1.0,1.0,55.0,4.8-4.9
41.90434,-87.67967,West Town,Private room in condo,Private room,4.91,2,1.0,1.0,52.0,4.9-5.0
41.89329,-87.68574,West Town,Entire rental unit,Entire home/apt,4.9,2,1.0,1.0,105.0,4.8-4.9
41.90168,-87.693,West Town,Entire condo,Entire home/apt,4.92,4,2.0,2.0,180.0,4.9-5.0
41.85707,-87.67082,Lower West Side,Private room in rental unit,Private room,4.59,2,1.0,1.0,50.0,4.5-4.6
41.79755783081055,-87.59791564941406,Hyde Park,Private room in home,Private room,4.91,1,1.0,1.0,75.0,4.9-5.0
41.9086,-87.67684,West Town,Private room in loft,Private room,4.55,2,1.0,1.0,200.0,4.5-4.6
41.89558,-87.66585,West Town,Entire rental unit,Entire home/apt,4.85,8,3.0,6.0,190.0,4.8-4.9
41.92621,-87.70888,Logan Square,Entire condo,Entire home/apt,4.98,2,1.0,1.0,169.0,4.9-5.0
41.76477,-87.57182,South Shore,Private room in home,Private room,4.44,2,1.0,1.0,22.0,4.25-4.5
41.92032,-87.66128,Lincoln Park,Entire guesthouse,Entire home/apt,4.87,7,2.0,3.0,208.0,4.8-4.9
41.89738,-87.67208,West Town,Entire condo,Entire home/apt,4.97,6,2.0,3.0,243.0,4.9-5.0
41.76302,-87.57186,South Shore,Private room in bungalow,Private room,4.56,2,1.0,1.0,22.0,4.5-4.6
41.76257,-87.57225,South Shore,Private room in bungalow,Private room,4.85,4,1.0,1.0,28.0,4.8-4.9
41.97188,-87.65779,Uptown,Private room in condo,Private room,4.95,2,1.0,1.0,117.0,4.9-5.0
41.85253,-87.69803,South Lawndale,Private room in rental unit,Private room,4.9,1,1.0,1.0,45.0,4.8-4.9
41.8544,-87.69845,South Lawndale,Private room in rental unit,Private room,4.83,1,1.0,1.0,57.0,4.8-4.9
41.85436,-87.69681,South Lawndale,Private room in rental unit,Private room,4.89,1,1.0,1.0,55.0,4.8-4.9
41.91775,-87.65508,Lincoln Park,Private room in rental unit,Private room,4.56,2,1.0,1.0,90.0,4.5-4.6
41.81436,-87.61289,Grand Boulevard,Private room in home,Private room,4.97,8,3.0,3.0,172.0,4.9-5.0
41.87669,-87.72146,West Garfield Park,Entire rental unit,Entire home/apt,4.85,10,3.0,3.0,58.0,4.8-4.9
41.8867,-87.70783,East Garfield Park,Entire rental unit,Entire home/apt,4.66,4,0.0,3.0,55.0,4.6-4.7
41.93955,-87.65904,Lake View,Private room in condo,Private room,4.9,2,1.0,1.0,107.0,4.8-4.9
41.93483,-87.74135,Hermosa,Private room in rental unit,Private room,4.76,1,1.0,1.0,50.0,4.7-4.8
41.82983,-87.67544,Mckinley Park,Entire guest suite,Entire home/apt,4.61,2,1.0,2.0,52.0,4.6-4.7
42.01653,-87.68788,West Ridge,Shared room in rental unit,Shared room,4.72,2,1.0,1.0,16.0,4.7-4.8
41.94614,-87.68242,North Center,Entire rental unit,Entire home/apt,4.93,8,3.0,3.0,209.0,4.9-5.0
41.97183,-87.66786,Uptown,Room in boutique hotel,Private room,4.67,2,1.0,1.0,253.0,4.6-4.7
41.97106,-87.66777,Uptown,Room in aparthotel,Private room,4.85,4,2.0,2.0,342.0,4.8-4.9
41.93886,-87.65391,Lake View,Entire rental unit,Entire home/apt,4.84,5,2.0,2.0,164.0,4.8-4.9
41.94815,-87.68459,North Center,Private room in home,Private room,4.96,4,1.0,3.0,77.0,4.9-5.0
41.92428,-87.69222,Logan Square,Entire rental unit,Entire home/apt,4.96,4,2.0,3.0,77.0,4.9-5.0
41.95993,-87.74773,Portage Park,Entire rental unit,Entire home/apt,4.65,3,2.0,2.0,59.0,4.6-4.7
41.88796,-87.6445,Near West Side,Entire loft,Entire home/apt,4.67,3,2.0,1.0,279.0,4.6-4.7
41.94078,-87.68115,North Center,Entire rental unit,Entire home/apt,4.73,8,3.0,3.0,193.0,4.7-4.8
41.96857,-87.69577,Lincoln Square,Entire rental unit,Entire home/apt,4.82,2,0.0,1.0,119.0,4.8-4.9
41.65064,-87.54074,Hegewisch,Entire bungalow,Entire home/apt,4.8,3,2.0,2.0,129.0,4.7-4.8
41.94812,-87.68333,North Center,Private room in townhouse,Private room,4.96,2,1.0,1.0,79.0,4.9-5.0
41.89972,-87.69722,West Town,Entire rental unit,Entire home/apt,4.81,2,1.0,1.0,100.0,4.8-4.9
41.95185,-87.70459,Irving Park,Entire rental unit,Entire home/apt,4.73,4,2.0,3.0,118.0,4.7-4.8
41.89225,-87.67496,West Town,Entire rental unit,Entire home/apt,4.92,3,2.0,2.0,130.0,4.9-5.0
41.8948,-87.65661,West Town,Entire rental unit,Entire home/apt,4.91,8,3.0,4.0,193.0,4.9-5.0
41.95965,-87.74889,Portage Park,Entire rental unit,Entire home/apt,4.31,3,2.0,2.0,99.0,4.25-4.5
41.8972,-87.63442,Near North Side,Entire rental unit,Entire home/apt,4.83,6,2.0,2.0,159.0,4.8-4.9
41.84998,-87.67714,Lower West Side,Private room in home,Private room,4.78,1,1.0,1.0,68.0,4.7-4.8
41.93395,-87.71078,Avondale,Entire rental unit,Entire home/apt,4.91,6,3.0,3.0,160.0,4.9-5.0
41.89867,-87.67012,West Town,Entire loft,Entire home/apt,4.86,4,2.0,2.0,93.0,4.8-4.9
41.91268,-87.63895,Lincoln Park,Entire rental unit,Entire home/apt,4.61,6,2.0,2.0,200.0,4.6-4.7
41.94342,-87.68121,North Center,Entire rental unit,Entire home/apt,4.82,6,2.0,2.0,175.0,4.8-4.9
41.91285,-87.63864,Lincoln Park,Entire rental unit,Entire home/apt,4.79,6,2.0,3.0,205.0,4.7-4.8
41.91285,-87.63864,Lincoln Park,Entire rental unit,Entire home/apt,4.83,6,2.0,2.0,201.0,4.8-4.9
41.94078,-87.68115,North Center,Entire rental unit,Entire home/apt,4.71,8,3.0,3.0,205.0,4.7-4.8
41.90223,-87.67265,West Town,Entire loft,Entire home/apt,4.96,2,1.0,1.0,278.0,4.9-5.0
41.77555,-87.59546,Woodlawn,Private room in condo,Private room,4.93,3,1.0,1.0,86.0,4.9-5.0
41.9305,-87.70307,Logan Square,Entire rental unit,Entire home/apt,4.86,2,0.0,1.0,88.0,4.8-4.9
41.97104,-87.69654,Lincoln Square,Entire guest suite,Entire home/apt,4.97,4,1.0,1.0,97.0,4.9-5.0
41.97186,-87.69521,Lincoln Square,Private room in condo,Private room,4.98,3,2.0,2.0,88.0,4.9-5.0
41.90409,-87.63316,Near North Side,Entire rental unit,Entire home/apt,4.95,2,1.0,1.0,95.0,4.9-5.0
41.92909,-87.66318,Lincoln Park,Entire townhouse,Entire home/apt,4.85,7,4.0,4.0,599.0,4.8-4.9
41.924453045898744,-87.70270598989589,Logan Square,Entire rental unit,Entire home/apt,4.92,4,2.0,2.0,125.0,4.9-5.0
41.94099,-87.68047,North Center,Entire rental unit,Entire home/apt,4.7,6,2.0,3.0,189.0,4.6-4.7
41.94072,-87.68115,North Center,Entire rental unit,Entire home/apt,4.66,8,3.0,3.0,185.0,4.6-4.7
41.94072,-87.68115,North Center,Entire rental unit,Entire home/apt,4.67,8,3.0,3.0,200.0,4.6-4.7
41.78355,-87.61363,Woodlawn,Entire condo,Entire home/apt,4.82,3,2.0,2.0,159.0,4.8-4.9
41.97044,-87.65735,Uptown,Private room in rental unit,Private room,4.95,2,1.0,1.0,125.0,4.9-5.0
41.81754,-87.61305,Grand Boulevard,Private room in townhouse,Private room,4.75,1,1.0,1.0,116.0,4.7-4.8
41.91306,-87.66797,West Town,Entire condo,Entire home/apt,4.7,6,2.0,3.0,148.0,4.6-4.7
41.8933,-87.67641,West Town,Entire condo,Entire home/apt,4.7,4,2.0,3.0,139.0,4.6-4.7
41.81844,-87.61503,Grand Boulevard,Private room in townhouse,Private room,4.8,1,1.0,1.0,124.0,4.7-4.8
41.9435,-87.67674,North Center,Entire rental unit,Entire home/apt,4.86,6,2.0,3.0,178.0,4.8-4.9
41.97654,-87.66111,Edgewater,Private room in home,Private room,4.97,2,1.0,1.0,76.0,4.9-5.0
41.92902,-87.72025,Logan Square,Private room in condo,Private room,4.81,2,1.0,1.0,57.0,4.8-4.9
41.9435,-87.67674,North Center,Entire rental unit,Entire home/apt,4.75,10,4.0,4.0,220.0,4.7-4.8
41.93723,-87.6828,North Center,Entire rental unit,Entire home/apt,4.8,6,2.0,2.0,160.0,4.7-4.8
41.93723,-87.6828,North Center,Entire rental unit,Entire home/apt,4.61,10,4.0,4.0,207.0,4.6-4.7
41.92751,-87.65011,Lincoln Park,Entire rental unit,Entire home/apt,4.75,4,1.0,1.0,177.0,4.7-4.8
41.93941,-87.75622,Portage Park,Private room in rental unit,Private room,4.87,4,1.0,2.0,72.0,4.8-4.9
