,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
497,14034038,JJ494557,2025-11-19T06:01:00.000,048XX S MICHIGAN AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,224,2,3,38,07,1177975.0,1872931.0,2025,2025-11-27T15:41:26.000,41.806640412,-87.62276756,"
,  
(41.806640412, -87.62276756)"
498,14037956,JJ500380,2025-11-19T06:00:00.000,028XX E 127TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,433,4,10,55,07,1197186.0,1821357.0,2025,2025-11-27T15:41:26.000,41.664659769,-87.554022135,"
,  
(41.664659769, -87.554022135)"
499,14033691,JJ495288,2025-11-19T06:00:00.000,037XX W DIVISION ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,1112,11,36,23,07,1151276.0,1907741.0,2025,2025-11-27T15:41:26.000,41.902727237,-87.719778949,"
,  
(41.902727237, -87.719778949)"
500,14033465,JJ494912,2025-11-19T06:00:00.000,070XX S CHAPPEL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,331,3,5,43,07,1191099.0,1858560.0,2025,2025-11-27T15:41:26.000,41.766897557,-87.575098672,"
,  
(41.766897557, -87.575098672)"
501,14033999,JJ494541,2025-11-19T05:49:00.000,073XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,334,3,7,43,08B,1194258.0,1856629.0,2025,2025-11-27T15:41:26.000,41.761521751,-87.563583242,"
,  
(41.761521751, -87.563583242)"
502,14033862,JJ494638,2025-11-19T05:45:00.000,013XX W RANDOLPH ST,0810,THEFT,OVER $500,ATHLETIC CLUB,False,False,1224,12,27,28,06,1167730.0,1901073.0,2025,2025-11-27T15:41:26.000,41.884090949,-87.659532917,"
,  
(41.884090949, -87.659532917)"
503,14033149,JJ494529,2025-11-19T05:30:00.000,079XX S KEDZIE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,835,8,18,70,07,1156427.0,1851731.0,2025,2025-11-27T15:41:26.000,41.748926157,-87.70236927,"
,  
(41.748926157, -87.70236927)"
504,14033144,JJ494544,2025-11-19T05:30:00.000,004XX W MELROSE ST,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1925,19,44,6,06,1172762.0,1921921.0,2025,2025-11-27T15:41:26.000,41.941188986,-87.640436534,"
,  
(41.941188986, -87.640436534)"
505,14038046,JJ494587,2025-11-19T05:05:00.000,030XX S SHIELDS AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,914,9,11,34,06,1174455.0,1884572.0,2025,2025-11-27T15:41:26.000,41.83866349,-87.635330815,"
,  
(41.83866349, -87.635330815)"
506,14033775,JJ495198,2025-11-19T05:00:00.000,111XX S GREEN BAY AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,433,4,10,52,06,1200561.0,1831790.0,2025,2025-11-27T15:41:26.000,41.693204551,-87.541320347,"
,  
(41.693204551, -87.541320347)"
507,14034063,JJ495589,2025-11-19T05:00:00.000,030XX N DAVLIN CT,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,2523,25,31,21,04B,1149887.0,1920223.0,2025,2025-11-27T15:41:26.000,41.937006136,-87.724555556,"
,  
(41.937006136, -87.724555556)"
508,14033154,JJ494515,2025-11-19T04:47:00.000,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,False,1651,16,41,76,15,1100317.0,1935229.0,2025,2025-11-27T15:41:26.000,41.979006297,-87.906463155,"
,  
(41.979006297, -87.906463155)"
509,14033881,JJ494548,2025-11-19T04:45:00.000,025XX W GRANVILLE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,2413,24,40,2,06,1158113.0,1941069.0,2025,2025-11-27T15:41:26.000,41.994044406,-87.693751826,"
,  
(41.994044406, -87.693751826)"
510,14033709,JJ495140,2025-11-19T04:42:00.000,064XX S LOWE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,723,7,20,68,03,1173144.0,1862203.0,2025,2025-11-27T15:41:26.000,41.777309867,-87.640802922,"
,  
(41.777309867, -87.640802922)"
511,14034433,JJ496037,2025-11-19T04:30:00.000,040XX W WILSON AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,APARTMENT,False,False,1722,17,39,14,02,1148704.0,1930082.0,2025,2025-11-27T15:41:26.000,41.964082981,-87.728647648,"
,  
(41.964082981, -87.728647648)"
512,14033960,JJ495552,2025-11-19T04:26:00.000,033XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,1713,17,33,14,14,1153017.0,1931689.0,2025,2025-11-27T15:41:26.000,41.968408072,-87.712747145,"
,  
(41.968408072, -87.712747145)"
513,14033130,JJ494505,2025-11-19T04:12:00.000,0000X E GARFIELD BLVD,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,225,2,3,40,06,1177792.0,1868568.0,2025,2025-11-27T15:41:26.000,41.794672085,-87.623570871,"
,  
(41.794672085, -87.623570871)"
514,14033355,JJ494865,2025-11-19T04:06:00.000,030XX W BELDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1414,14,35,22,07,1155689.0,1915255.0,2025,2025-11-27T15:41:26.000,41.923258529,-87.703366416,"
,  
(41.923258529, -87.703366416)"
515,14034008,JJ495547,2025-11-19T04:00:00.000,051XX W CRYSTAL ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,2533,25,37,25,08B,1141889.0,1907838.0,2025,2025-11-27T15:41:26.000,41.903172471,-87.754257059,"
,  
(41.903172471, -87.754257059)"
516,14033165,JJ494573,2025-11-19T04:00:00.000,013XX W ERIE ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1215,12,1,24,06,1167600.0,1904485.0,2025,2025-11-27T15:41:26.000,41.893456522,-87.65991196,"
,  
(41.893456522, -87.65991196)"
517,14033213,JJ494624,2025-11-19T04:00:00.000,048XX S LANGLEY AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,223,2,4,38,08A,1181746.0,1873101.0,2025,2025-11-27T15:41:26.000,41.80702052,-87.608931674,"
,  
(41.80702052, -87.608931674)"
518,14034003,JJ494514,2025-11-19T04:00:00.000,067XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,332,3,5,43,08B,1188695.0,1860651.0,2025,2025-11-27T15:41:26.000,41.772693252,-87.583843359,"
,  
(41.772693252, -87.583843359)"
519,14033172,JJ494504,2025-11-19T04:00:00.000,006XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1832,18,42,8,06,1175423.0,1904617.0,2025,2025-11-27T15:41:26.000,41.893646656,-87.631177143,"
,  
(41.893646656, -87.631177143)"
520,14033348,JJ494830,2025-11-19T03:58:00.000,067XX S EUCLID AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,332,3,5,43,07,1190371.0,1860635.0,2025,2025-11-27T15:41:26.000,41.772609102,-87.577700216,"
,  
(41.772609102, -87.577700216)"
521,14034070,JJ495662,2025-11-19T03:55:00.000,002XX S PULASKI RD,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,VEHICLE NON-COMMERCIAL,True,False,1122,11,28,26,24,1149765.0,1898607.0,2025,2025-11-27T15:41:26.000,41.877692092,-87.725566804,"
,  
(41.877692092, -87.725566804)"
522,14033971,JJ495263,2025-11-19T03:44:00.000,002XX S PULASKI RD,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,False,1122,11,28,26,24,1149765.0,1898607.0,2025,2025-11-27T15:41:26.000,41.877692092,-87.725566804,"
,  
(41.877692092, -87.725566804)"
523,14033104,JJ494502,2025-11-19T03:40:00.000,049XX N LECLAIRE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1623,16,45,11,06,1141481.0,1932552.0,2025,2025-11-27T15:41:26.000,41.970997673,-87.755143484,"
,  
(41.970997673, -87.755143484)"
524,14033384,JJ494768,2025-11-19T03:38:00.000,043XX S LAKE PARK AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),False,False,222,2,4,39,07,1184653.0,1876371.0,2025,2025-11-27T15:41:26.000,41.815925906,-87.598167241,"
,  
(41.815925906, -87.598167241)"
525,14034445,JJ496145,2025-11-19T03:38:00.000,003XX E 87TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,DEPARTMENT STORE,False,False,632,6,6,44,05,1180201.0,1847386.0,2025,2025-11-27T15:41:26.000,41.736491541,-87.615385513,"
,  
(41.736491541, -87.615385513)"
526,14033108,JJ494497,2025-11-19T03:30:00.000,031XX W 62ND ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,823,8,15,66,08B,1156649.0,1863354.0,2025,2025-11-27T15:41:26.000,41.780816987,-87.701242788,"
,  
(41.780816987, -87.701242788)"
527,14033306,JJ494693,2025-11-19T03:28:00.000,059XX W NORTH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,False,False,2531,25,29,25,11,1136422.0,1910024.0,2025,2025-11-27T15:41:26.000,41.909270635,-87.774286445,"
,  
(41.909270635, -87.774286445)"
528,14033621,JJ495216,2025-11-19T03:20:00.000,025XX N NEW ENGLAND AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,2512,25,36,18,06,1129996.0,1916100.0,2025,2025-11-27T15:41:26.000,41.926056458,-87.797753763,"
,  
(41.926056458, -87.797753763)"
529,14033116,JJ494498,2025-11-19T03:15:00.000,056XX N KIMBALL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1711,17,39,13,07,1152698.0,1937206.0,2025,2025-11-27T15:41:26.000,41.983553381,-87.713773382,"
,  
(41.983553381, -87.713773382)"
530,14033120,JJ494494,2025-11-19T03:15:00.000,002XX W 29TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,914,9,11,34,14,1174949.0,1885482.0,2025,2025-11-27T15:41:26.000,41.841149573,-87.633490886,"
,  
(41.841149573, -87.633490886)"
531,14033117,JJ494500,2025-11-19T03:15:00.000,017XX N KEELER AVE,031B,ROBBERY,ARMED - OTHER FIREARM,STREET,False,False,2534,25,26,20,03,1148119.0,1911140.0,2025,2025-11-27T15:41:26.000,41.912115811,-87.731287639,"
,  
(41.912115811, -87.731287639)"
532,14033381,JJ494576,2025-11-19T03:00:00.000,010XX N SACRAMENTO AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1211,12,26,24,08B,1156188.0,1907011.0,2025,2025-11-27T15:41:26.000,41.900626231,-87.701755961,"
,  
(41.900626231, -87.701755961)"
533,14033135,JJ494510,2025-11-19T03:00:00.000,018XX W 23RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1034,10,25,31,14,1164535.0,1888884.0,2025,2025-11-27T15:41:26.000,41.850711494,-87.671610294,"
,  
(41.850711494, -87.671610294)"
534,14033736,JJ495440,2025-11-19T03:00:00.000,059XX N RAVENSWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2012,20,40,77,08B,1163314.0,1939392.0,2025,2025-11-27T15:41:26.000,41.989334479,-87.674667806,"
,  
(41.989334479, -87.674667806)"
535,14033124,JJ494506,2025-11-19T02:59:00.000,045XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2533,25,37,23,26,1145524.0,1910238.0,2025,2025-11-27T15:41:26.000,41.909690217,-87.740843921,"
,  
(41.909690217, -87.740843921)"
536,14036323,JJ498449,2025-11-19T02:43:00.000,050XX W PENSACOLA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1624,16,45,15,26,1141774.0,1928446.0,2025,2025-11-27T15:41:26.000,41.959725031,-87.754168138,"
,  
(41.959725031, -87.754168138)"
537,14033701,JJ495259,2025-11-19T02:37:00.000,007XX S OAKLEY BLVD,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1225,12,28,28,06,1161171.0,1896665.0,2025,2025-11-27T15:41:26.000,41.872133792,-87.683740765,"
,  
(41.872133792, -87.683740765)"
538,14033127,JJ494489,2025-11-19T02:35:00.000,030XX S KOMENSKY AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1031,10,22,30,03,1149861.0,1884086.0,2025,2025-11-27T15:41:26.000,41.837842834,-87.725591709,"
,  
(41.837842834, -87.725591709)"
539,14033155,JJ494539,2025-11-19T02:30:00.000,078XX S HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,611,6,18,71,14,1163393.0,1852677.0,2025,2025-11-27T15:41:26.000,41.751379107,-87.676816628,"
,  
(41.751379107, -87.676816628)"
540,14033094,JJ494487,2025-11-19T02:29:00.000,041XX W 26TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1031,10,22,30,03,1149190.0,1886400.0,2025,2025-11-27T15:41:26.000,41.844205755,-87.727994095,"
,  
(41.844205755, -87.727994095)"
541,14033131,JJ494486,2025-11-19T02:15:00.000,027XX S KOMENSKY AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1031,10,22,30,03,1149821.0,1885529.0,2025,2025-11-27T15:41:26.000,41.841803391,-87.725701028,"
,  
(41.841803391, -87.725701028)"
542,14033778,JJ494909,2025-11-19T02:09:00.000,056XX N FRANCISCO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2011,20,50,2,06,1156002.0,1937396.0,2025,2025-11-27T15:41:26.000,41.984008525,-87.701616662,"
,  
(41.984008525, -87.701616662)"
543,14033966,JJ494499,2025-11-19T02:00:00.000,027XX S ST LOUIS AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1032,10,22,30,03,1153475.0,1885654.0,2025,2025-11-27T15:41:26.000,41.842074685,-87.712288576,"
,  
(41.842074685, -87.712288576)"
544,14033924,JJ495322,2025-11-19T02:00:00.000,015XX W 47TH ST,0271,CRIMINAL SEXUAL ASSAULT,ATTEMPT AGGRAVATED - HANDGUN,HOTEL / MOTEL,False,False,933,9,20,61,02,1166703.0,1873560.0,2025,2025-11-27T15:41:26.000,41.808614751,-87.664091468,"
,  
(41.808614751, -87.664091468)"
545,14033085,JJ494479,2025-11-19T01:59:00.000,012XX S CENTRAL PARK AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,1021,10,24,29,24,1152561.0,1894367.0,2025,2025-11-27T15:41:26.000,41.866002276,-87.715412613,"
,  
(41.866002276, -87.715412613)"
546,14033455,JJ494874,2025-11-19T01:50:00.000,0000X W DIVISION ST,0810,THEFT,OVER $500,BAR OR TAVERN,False,False,1824,18,2,8,06,1175906.0,1908369.0,2025,2025-11-27T15:41:26.000,41.903931469,-87.629290187,"
,  
(41.903931469, -87.629290187)"
547,14040135,JJ503001,2025-11-19T01:46:00.000,021XX N WINCHESTER AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1432,14,32,22,06,,,2025,2025-11-27T15:41:26.000,,,
548,14033170,JJ494563,2025-11-19T01:41:00.000,050XX W AUGUSTA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1531,15,37,25,07,1142365.0,1906181.0,2025,2025-11-27T15:41:26.000,41.898616643,-87.752549797,"
,  
(41.898616643, -87.752549797)"
549,14033129,JJ494482,2025-11-19T01:40:00.000,067XX S COTTAGE GROVE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,False,False,321,3,6,42,04A,1182717.0,1860597.0,2025,2025-11-27T15:41:26.000,41.77268594,-87.605758495,"
,  
(41.77268594, -87.605758495)"
550,14033156,JJ494560,2025-11-19T01:39:00.000,054XX S NATCHEZ AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,811,8,23,56,07,1133969.0,1867830.0,2025,2025-11-27T15:41:26.000,41.793527358,-87.784288891,"
,  
(41.793527358, -87.784288891)"
551,14033153,JJ494484,2025-11-19T01:30:00.000,079XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,623,6,6,44,08B,1179406.0,1852523.0,2025,2025-11-27T15:41:26.000,41.750606233,-87.618141688,"
,  
(41.750606233, -87.618141688)"
552,14037040,JJ494471,2025-11-19T01:30:00.000,021XX E 97TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,431,4,7,51,03,1191944.0,1841059.0,2025,2025-11-27T15:41:26.000,41.718852772,-87.572568574,"
,  
(41.718852772, -87.572568574)"
553,14033126,JJ494491,2025-11-19T01:18:00.000,021XX S KARLOV AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,1012,10,24,29,07,1149389.0,1889158.0,2025,2025-11-27T15:41:26.000,41.851770207,-87.727192353,"
,  
(41.851770207, -87.727192353)"
554,14033078,JJ494474,2025-11-19T01:10:00.000,006XX W 46TH ST,1020,ARSON,BY FIRE,STREET,False,False,925,9,15,61,09,1172937.0,1874396.0,2025,2025-11-27T15:41:26.000,41.81077333,-87.641201899,"
,  
(41.81077333, -87.641201899)"
555,14036336,JJ498375,2025-11-19T01:03:00.000,008XX W RANDOLPH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,1224,12,27,28,03,1170566.0,1901241.0,2025,2025-11-27T15:41:26.000,41.884490377,-87.649113961,"
,  
(41.884490377, -87.649113961)"
556,14033509,JJ494925,2025-11-19T01:00:00.000,007XX E 133RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,533,5,10,54,07,1183678.0,1817496.0,2025,2025-11-27T15:41:26.000,41.654389164,-87.60357486,"
,  
(41.654389164, -87.60357486)"
557,14033103,JJ494490,2025-11-19T01:00:00.000,070XX S HARPER AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,False,True,332,3,5,43,04B,1187601.0,1858615.0,2025,2025-11-27T15:41:26.000,41.767132385,-87.58791829,"
,  
(41.767132385, -87.58791829)"
558,14033123,JJ494503,2025-11-19T01:00:00.000,014XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1424,14,1,24,08B,1163917.0,1909650.0,2025,2025-11-27T15:41:26.000,41.907708187,-87.673292333,"
,  
(41.907708187, -87.673292333)"
559,14033096,JJ494460,2025-11-19T00:47:00.000,037XX W GRENSHAW ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,False,False,1133,11,24,29,04B,1151695.0,1894784.0,2025,2025-11-27T15:41:26.000,41.867163633,-87.718580822,"
,  
(41.867163633, -87.718580822)"
560,14033066,JJ494455,2025-11-19T00:46:00.000,090XX S CHAPPEL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,413,4,8,48,07,1191417.0,1845520.0,2025,2025-11-27T15:41:26.000,41.731106961,-87.574354707,"
,  
(41.731106961, -87.574354707)"
561,14033758,JJ494465,2025-11-19T00:40:00.000,033XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1925,19,44,6,08B,1170327.0,1922606.0,2025,2025-11-27T15:41:26.000,41.943122315,-87.649365938,"
,  
(41.943122315, -87.649365938)"
562,14033684,JJ495088,2025-11-19T00:32:00.000,009XX S ABERDEEN ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1232,12,34,28,07,1169210.0,1896022.0,2025,2025-11-27T15:41:26.000,41.870198615,-87.654244978,"
,  
(41.870198615, -87.654244978)"
563,14033579,JJ494931,2025-11-19T00:30:00.000,012XX E 96TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,511,5,8,50,08A,1186362.0,1841234.0,2025,2025-11-27T15:41:26.000,41.719466529,-87.593007768,"
,  
(41.719466529, -87.593007768)"
564,14034505,JJ496313,2025-11-19T00:30:00.000,040XX S WALLACE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,925,9,11,61,08B,1172968.0,1877975.0,2025,2025-11-27T15:41:26.000,41.820593764,-87.640982426,"
,  
(41.820593764, -87.640982426)"
565,14033068,JJ494459,2025-11-19T00:29:00.000,065XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,321,3,20,42,15,1182688.0,1861740.0,2025,2025-11-27T15:41:26.000,41.775823113,-87.605829356,"
,  
(41.775823113, -87.605829356)"
566,14033134,JJ494464,2025-11-19T00:24:00.000,011XX N KEELER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,False,1111,11,37,23,26,1148167.0,1907469.0,2025,2025-11-27T15:41:26.000,41.902041291,-87.731205967,"
,  
(41.902041291, -87.731205967)"
567,14033064,JJ494467,2025-11-19T00:18:00.000,134XX S BALTIMORE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,433,4,10,55,06,1199106.0,1816475.0,2025,2025-11-27T15:41:26.000,41.651215151,-87.547158832,"
,  
(41.651215151, -87.547158832)"
568,14033171,JJ494589,2025-11-19T00:15:00.000,051XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1532,15,28,25,14,1142208.0,1900020.0,2025,2025-11-27T15:41:26.000,41.881713034,-87.75327943,"
,  
(41.881713034, -87.75327943)"
569,14033283,JJ494753,2025-11-19T00:10:00.000,001XX W 107TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,513,5,9,49,14,1177056.0,1833997.0,2025,2025-11-27T15:41:26.000,41.699821741,-87.627309936,"
,  
(41.699821741, -87.627309936)"
570,14034819,JJ496063,2025-11-19T00:10:00.000,053XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,233,2,20,41,14,1183440.0,1870086.0,2025,2025-11-27T15:41:26.000,41.798707773,-87.602812668,"
,  
(41.798707773, -87.602812668)"
571,14033335,JJ494791,2025-11-19T00:10:00.000,036XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1011,10,24,29,06,1152393.0,1894469.0,2025,2025-11-27T15:41:26.000,41.866285492,-87.716026664,"
,  
(41.866285492, -87.716026664)"
572,14034867,JJ496204,2025-11-19T00:05:00.000,005XX W HAWTHORNE PL,0810,THEFT,OVER $500,STREET,False,False,1925,19,44,6,06,1171801.0,1923073.0,2025,2025-11-27T15:41:26.000,41.944371378,-87.643934496,"
,  
(41.944371378, -87.643934496)"
573,14033186,JJ494597,2025-11-19T00:01:00.000,050XX S WINCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,931,9,15,61,07,1164203.0,1871305.0,2025,2025-11-27T15:41:26.000,41.802479818,-87.673324449,"
,  
(41.802479818, -87.673324449)"
574,14033352,JJ494884,2025-11-19T00:01:00.000,023XX N NEVA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2512,25,29,25,14,1128211.0,1914530.0,2025,2025-11-27T15:41:26.000,41.921778585,-87.804348502,"
,  
(41.921778585, -87.804348502)"
575,14040233,JJ503080,2025-11-19T00:00:00.000,050XX W ADAMS ST,0810,THEFT,OVER $500,APARTMENT,False,False,1533,15,28,25,06,,,2025,2025-11-27T15:41:26.000,,,
576,14035880,JJ496913,2025-11-19T00:00:00.000,050XX N MANGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1622,16,45,11,14,1136845.0,1933144.0,2025,2025-11-26T15:42:04.000,41.972706764,-87.772176513,"
,  
(41.972706764, -87.772176513)"
577,14034838,JJ496258,2025-11-19T00:00:00.000,017XX N MAYFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2531,25,29,25,11,1136823.0,1910877.0,2025,2025-11-26T15:42:04.000,41.911604188,-87.772792848,"
,  
(41.911604188, -87.772792848)"
578,14033310,JJ494861,2025-11-19T00:00:00.000,065XX S PAULINA ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,725,7,15,67,06,1166123.0,1861303.0,2025,2025-11-26T15:42:04.000,41.774992423,-87.666567449,"
,  
(41.774992423, -87.666567449)"
579,14035661,JJ497705,2025-11-19T00:00:00.000,040XX S WALLACE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,925,9,11,61,08B,1172968.0,1877975.0,2025,2025-11-26T15:42:04.000,41.820593764,-87.640982426,"
,  
(41.820593764, -87.640982426)"
580,14033949,JJ495527,2025-11-19T00:00:00.000,006XX E 33RD PL,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",VEHICLE NON-COMMERCIAL,False,False,211,2,4,35,08B,1181126.0,1883023.0,2025,2025-11-26T15:42:04.000,41.834261558,-87.610899644,"
,  
(41.834261558, -87.610899644)"
581,14033522,JJ495089,2025-11-19T00:00:00.000,012XX W 108TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,2234,22,21,75,06,1169952.0,1832830.0,2025,2025-11-26T15:42:04.000,41.696776171,-87.653355536,"
,  
(41.696776171, -87.653355536)"
582,14034151,JJ495755,2025-11-19T00:00:00.000,016XX W 73RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,735,7,17,67,14,1166505.0,1856299.0,2025,2025-11-26T15:42:04.000,41.761252648,-87.665309561,"
,  
(41.761252648, -87.665309561)"
583,14034989,JJ494468,2025-11-19T00:00:00.000,025XX W 36TH ST,0620,BURGLARY,UNLAWFUL ENTRY,CTA TRACKS - RIGHT OF WAY,False,False,911,9,12,59,05,1160200.0,1880721.0,2025,2025-11-26T15:42:04.000,41.828401884,-87.6877458,"
,  
(41.828401884, -87.6877458)"
584,14033469,JJ494772,2025-11-19T00:00:00.000,017XX E 67TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,332,3,5,43,08A,1188889.0,1860900.0,2025,2025-11-26T15:42:04.000,41.773371886,-87.583124257,"
,  
(41.773371886, -87.583124257)"
585,14034196,JJ494948,2025-11-19T00:00:00.000,061XX S KIMBARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,314,3,20,42,08A,1185698.0,1864497.0,2025,2025-11-26T15:42:04.000,41.783318153,-87.594708301,"
,  
(41.783318153, -87.594708301)"
586,14034991,JJ496721,2025-11-19T00:00:00.000,077XX S PEORIA ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,621,6,17,71,06,1171648.0,1853478.0,2025,2025-11-26T15:42:04.000,41.753400321,-87.646542624,"
,  
(41.753400321, -87.646542624)"
