,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
211,14034755,JJ496591,2025-11-19T16:30:00.000,068XX S NORMAL BLVD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,722,7,6,68,08B,1174131.0,1859507.0,2025,2025-11-27T15:41:26.000,41.769889867,-87.637264595,"
,  
(41.769889867, -87.637264595)"
212,14035607,JJ497341,2025-11-19T16:30:00.000,022XX W OGDEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,1225,12,27,28,11,1161557.0,1895086.0,2025,2025-11-27T15:41:26.000,41.867792844,-87.682367558,"
,  
(41.867792844, -87.682367558)"
213,14033678,JJ495254,2025-11-19T16:30:00.000,037XX W EASTWOOD AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,1723,17,33,14,04B,1150523.0,1930639.0,2025,2025-11-27T15:41:26.000,41.965576006,-87.721945067,"
,  
(41.965576006, -87.721945067)"
214,14033665,JJ495207,2025-11-19T16:27:00.000,106XX S EWING AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,432,4,10,52,08A,1202180.0,1834998.0,2025,2025-11-27T15:41:26.000,41.701966578,-87.535284177,"
,  
(41.701966578, -87.535284177)"
215,14033910,JJ495242,2025-11-19T16:27:00.000,075XX S KINGSTON AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,421,4,7,43,18,1194503.0,1855478.0,2025,2025-11-27T15:41:26.000,41.758357301,-87.562723103,"
,  
(41.758357301, -87.562723103)"
216,14033569,JJ495193,2025-11-19T16:26:00.000,043XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,925,9,20,37,08B,1175003.0,1876375.0,2025,2025-11-27T15:41:26.000,41.81615798,-87.633564943,"
,  
(41.81615798, -87.633564943)"
217,14033608,JJ495183,2025-11-19T16:25:00.000,107XX S AVENUE L,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,432,4,10,52,15,1201857.0,1834275.0,2025,2025-11-27T15:41:26.000,41.699990811,-87.536491371,"
,  
(41.699990811, -87.536491371)"
218,14034632,JJ496518,2025-11-19T16:15:00.000,052XX W ARGYLE ST,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,1623,16,45,11,08B,1140528.0,1932752.0,2025,2025-11-27T15:41:26.000,41.971564085,-87.758642873,"
,  
(41.971564085, -87.758642873)"
219,14033884,JJ495437,2025-11-19T16:12:00.000,029XX W 55TH ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,STREET,False,False,923,9,14,63,17,1157506.0,1868025.0,2025,2025-11-27T15:41:26.000,41.793617541,-87.697974287,"
,  
(41.793617541, -87.697974287)"
220,14033959,JJ495192,2025-11-19T16:10:00.000,006XX E 131ST ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,533,5,10,54,08A,1182901.0,1818558.0,2025,2025-11-27T15:41:26.000,41.657321469,-87.606385112,"
,  
(41.657321469, -87.606385112)"
221,14033630,JJ495228,2025-11-19T16:07:00.000,016XX N WELLS ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1814,18,2,7,06,1174406.0,1911070.0,2025,2025-11-27T15:41:26.000,41.911376793,-87.634719194,"
,  
(41.911376793, -87.634719194)"
222,14038625,JJ500947,2025-11-19T16:05:00.000,017XX W DIVISION ST,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,False,False,1424,14,1,24,06,1164279.0,1908037.0,2025,2025-11-27T15:41:26.000,41.90327435,-87.672008224,"
,  
(41.90327435, -87.672008224)"
223,14033898,JJ495474,2025-11-19T16:02:00.000,011XX W 87TH ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,True,613,6,17,71,06,1170346.0,1847112.0,2025,2025-11-27T15:41:26.000,41.735959573,-87.65149882,"
,  
(41.735959573, -87.65149882)"
224,14033500,JJ495136,2025-11-19T16:02:00.000,005XX S CALIFORNIA AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1135,11,28,27,18,1157795.0,1897439.0,2025,2025-11-27T15:41:26.000,41.874327164,-87.696114424,"
,  
(41.874327164, -87.696114424)"
225,14036722,JJ495208,2025-11-19T16:00:00.000,029XX W 59TH ST,0460,BATTERY,SIMPLE,TAVERN / LIQUOR STORE,False,False,824,8,15,66,08B,1157611.0,1865374.0,2025,2025-11-27T15:41:26.000,41.786340696,-87.697661133,"
,  
(41.786340696, -87.697661133)"
226,14033593,JJ495206,2025-11-19T16:00:00.000,066XX S SEELEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,726,7,16,67,08A,1163839.0,1860639.0,2025,2025-11-27T15:41:26.000,41.773218606,-87.674958936,"
,  
(41.773218606, -87.674958936)"
227,14033604,JJ495205,2025-11-19T16:00:00.000,038XX N OCONTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1631,16,38,17,08B,1127058.0,1924577.0,2025,2025-11-27T15:41:26.000,41.949368236,-87.808358975,"
,  
(41.949368236, -87.808358975)"
228,14034775,JJ496390,2025-11-19T16:00:00.000,017XX E 93RD ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,413,4,8,48,06,1189595.0,1843657.0,2025,2025-11-27T15:41:26.000,41.726038593,-87.581088887,"
,  
(41.726038593, -87.581088887)"
229,14033592,JJ495174,2025-11-19T16:00:00.000,015XX E 67TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,332,3,5,43,06,1187705.0,1860871.0,2025,2025-11-27T15:41:26.000,41.773320568,-87.587465382,"
,  
(41.773320568, -87.587465382)"
230,14033637,JJ495181,2025-11-19T16:00:00.000,009XX S KEDZIE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1134,11,24,27,03,1155175.0,1895771.0,2025,2025-11-27T15:41:26.000,41.86980297,-87.705778698,"
,  
(41.86980297, -87.705778698)"
231,14034160,JJ495709,2025-11-19T16:00:00.000,077XX S WOOD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,611,6,17,71,06,1165695.0,1853298.0,2025,2025-11-27T15:41:26.000,41.753034708,-87.668363299,"
,  
(41.753034708, -87.668363299)"
232,14034553,JJ496209,2025-11-19T16:00:00.000,108XX S CENTRAL PARK AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2211,22,19,74,11,1154276.0,1832527.0,2025,2025-11-27T15:41:26.000,41.696269961,-87.710760341,"
,  
(41.696269961, -87.710760341)"
233,14033658,JJ495252,2025-11-19T16:00:00.000,065XX S SEELEY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,726,7,16,67,04A,1163823.0,1861206.0,2025,2025-11-27T15:41:26.000,41.774774867,-87.675001677,"
,  
(41.774774867, -87.675001677)"
234,14038612,JJ501011,2025-11-19T16:00:00.000,005XX N HAMLIN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1122,11,27,23,06,1150961.0,1903302.0,2025,2025-11-27T15:41:26.000,41.89055235,-87.721052371,"
,  
(41.89055235, -87.721052371)"
235,14034405,JJ496133,2025-11-19T16:00:00.000,016XX N HARDING AVE,0890,THEFT,FROM BUILDING,DRUG STORE,False,False,2535,25,26,23,06,1149798.0,1910599.0,2025,2025-11-27T15:41:26.000,41.910598749,-87.725133513,"
,  
(41.910598749, -87.725133513)"
236,14034895,JJ496684,2025-11-19T15:50:00.000,020XX N LAWLER AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,2522,25,26,19,08A,1142421.0,1913056.0,2025,2025-11-27T15:41:26.000,41.917481366,-87.752173023,"
,  
(41.917481366, -87.752173023)"
237,14033728,JJ495190,2025-11-19T15:50:00.000,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1834,18,42,8,06,1176796.0,1903917.0,2025,2025-11-27T15:41:26.000,41.891694878,-87.626155832,"
,  
(41.891694878, -87.626155832)"
238,14033494,JJ495107,2025-11-19T15:49:00.000,031XX W HARRISON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,1134,11,24,27,18,1155457.0,1897193.0,2025,2025-11-27T15:41:26.000,41.873699424,-87.704705156,"
,  
(41.873699424, -87.704705156)"
239,14033506,JJ495157,2025-11-19T15:35:00.000,037XX N ORIOLE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1631,16,38,17,08A,1124746.0,1923975.0,2025,2025-11-27T15:41:26.000,41.947754821,-87.816871081,"
,  
(41.947754821, -87.816871081)"
240,14033671,JJ495202,2025-11-19T15:30:00.000,047XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2533,25,37,25,06,1144311.0,1910210.0,2025,2025-11-27T15:41:26.000,41.909636288,-87.745300725,"
,  
(41.909636288, -87.745300725)"
241,14033503,JJ495147,2025-11-19T15:30:00.000,078XX S COLES AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,421,4,7,46,08A,1197782.0,1853373.0,2025,2025-11-27T15:41:26.000,41.752499806,-87.550776298,"
,  
(41.752499806, -87.550776298)"
242,14033721,JJ495182,2025-11-19T15:30:00.000,015XX E 75TH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,324,3,8,43,08B,1187752.0,1855563.0,2025,2025-11-27T15:41:26.000,41.758753833,-87.587461822,"
,  
(41.758753833, -87.587461822)"
243,14033682,JJ495273,2025-11-19T15:30:00.000,020XX W 70TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),True,False,735,7,17,67,06,1164009.0,1857903.0,2025,2025-11-27T15:41:26.000,41.765707074,-87.674412592,"
,  
(41.765707074, -87.674412592)"
244,14034667,JJ496151,2025-11-19T15:30:00.000,076XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,624,6,8,69,14,1183888.0,1854462.0,2025,2025-11-27T15:41:26.000,41.755823639,-87.601657273,"
,  
(41.755823639, -87.601657273)"
245,14035153,JJ497034,2025-11-19T15:30:00.000,011XX W FULTON MARKET,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,False,False,1214,12,27,28,26,1168685.0,1902027.0,2025,2025-11-27T15:41:26.000,41.886688163,-87.65599842,"
,  
(41.886688163, -87.65599842)"
246,14033713,JJ495264,2025-11-19T15:29:00.000,047XX N KILPATRICK AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,False,1722,17,39,16,08A,1144176.0,1931121.0,2025,2025-11-27T15:41:26.000,41.967020559,-87.745269705,"
,  
(41.967020559, -87.745269705)"
247,14033883,JJ495135,2025-11-19T15:28:00.000,065XX S KEDZIE AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,False,False,831,8,14,66,26,1156180.0,1860916.0,2025,2025-11-27T15:41:26.000,41.7741362,-87.703027762,"
,  
(41.7741362, -87.703027762)"
248,14035492,JJ497416,2025-11-19T15:25:00.000,054XX N CLARK ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,2012,20,40,77,11,1165048.0,1936387.0,2025,2025-11-27T15:41:26.000,41.981051896,-87.668375719,"
,  
(41.981051896, -87.668375719)"
249,14033942,JJ495112,2025-11-19T15:21:00.000,093XX S HARVARD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,634,6,9,49,26,1175818.0,1843126.0,2025,2025-11-27T15:41:26.000,41.724900755,-87.631570525,"
,  
(41.724900755, -87.631570525)"
250,14034447,JJ495115,2025-11-19T15:18:00.000,076XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,621,6,17,71,08B,1171298.0,1854220.0,2025,2025-11-27T15:41:26.000,41.755444124,-87.647803576,"
,  
(41.755444124, -87.647803576)"
251,14033703,JJ495118,2025-11-19T15:15:00.000,024XX N LAWNDALE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2524,25,35,22,08A,1151305.0,1915995.0,2025,2025-11-27T15:41:26.000,41.925376401,-87.71945542,"
,  
(41.925376401, -87.71945542)"
252,14033646,JJ495122,2025-11-19T15:15:00.000,024XX N LAWNDALE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,2524,25,35,22,26,1151305.0,1915995.0,2025,2025-11-27T15:41:26.000,41.925376401,-87.71945542,"
,  
(41.925376401, -87.71945542)"
253,14033486,JJ495062,2025-11-19T15:10:00.000,037XX W FERDINAND ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1122,11,27,23,18,1151216.0,1903068.0,2025,2025-11-27T15:41:26.000,41.889905232,-87.720122023,"
,  
(41.889905232, -87.720122023)"
254,14033661,JJ495117,2025-11-19T15:06:00.000,087XX S BURLEY AVE,0460,BATTERY,SIMPLE,STREET,False,False,424,4,10,46,08B,1199189.0,1847537.0,2025,2025-11-27T15:41:26.000,41.736450174,-87.545816084,"
,  
(41.736450174, -87.545816084)"
255,14033488,JJ495043,2025-11-19T15:02:00.000,036XX W DIVISION ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,2535,25,36,23,18,1151684.0,1907749.0,2025,2025-11-27T15:41:26.000,41.902741172,-87.718280071,"
,  
(41.902741172, -87.718280071)"
256,14033614,JJ495087,2025-11-19T15:01:00.000,008XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1822,18,2,8,06,1170635.0,1910871.0,2025,2025-11-27T15:41:26.000,41.910914175,-87.648578343,"
,  
(41.910914175, -87.648578343)"
257,14034130,JJ495721,2025-11-19T15:00:00.000,028XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,2523,25,31,20,14,1147562.0,1918506.0,2025,2025-11-27T15:41:26.000,41.932339523,-87.733144519,"
,  
(41.932339523, -87.733144519)"
258,14034489,JJ496236,2025-11-19T15:00:00.000,004XX E 107TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,False,False,512,5,9,49,07,1180891.0,1834099.0,2025,2025-11-27T15:41:26.000,41.700014514,-87.613264741,"
,  
(41.700014514, -87.613264741)"
259,14033952,JJ495510,2025-11-19T15:00:00.000,113XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,531,5,9,49,06,1179596.0,1829741.0,2025,2025-11-27T15:41:26.000,41.688085163,-87.618138967,"
,  
(41.688085163, -87.618138967)"
260,14035539,JJ497426,2025-11-19T15:00:00.000,066XX S HONORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,726,7,16,67,14,1165156.0,1860671.0,2025,2025-11-27T15:41:26.000,41.77327865,-87.670130212,"
,  
(41.77327865, -87.670130212)"
261,14033623,JJ495282,2025-11-19T14:57:00.000,035XX N HOYNE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1921,19,32,5,06,1161724.0,1923584.0,2025,2025-11-27T15:41:26.000,41.945990016,-87.680958792,"
,  
(41.945990016, -87.680958792)"
262,14034382,JJ495875,2025-11-19T14:55:00.000,080XX S DREXEL AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,APARTMENT,False,False,631,6,8,44,11,1183629.0,1851895.0,2025,2025-11-27T15:41:26.000,41.748785566,-87.602686327,"
,  
(41.748785566, -87.602686327)"
263,14033632,JJ495073,2025-11-19T14:52:00.000,011XX W BERWYN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,False,True,2023,20,48,77,08B,1167723.0,1935356.0,2025,2025-11-27T15:41:26.000,41.978165398,-87.658567851,"
,  
(41.978165398, -87.658567851)"
264,14033552,JJ495083,2025-11-19T14:49:00.000,042XX W ARMITAGE AVE,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2534,25,26,20,24,1147826.0,1912951.0,2025,2025-11-27T15:41:26.000,41.917091011,-87.732317425,"
,  
(41.917091011, -87.732317425)"
265,14033477,JJ495038,2025-11-19T14:48:00.000,008XX W 123RD ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,524,5,21,53,26,1173138.0,1823293.0,2025,2025-11-27T15:41:26.000,41.670535505,-87.641970513,"
,  
(41.670535505, -87.641970513)"
266,14033662,JJ495056,2025-11-19T14:47:00.000,023XX W MADISON ST,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1223,12,27,28,08B,1160863.0,1899962.0,2025,2025-11-27T15:41:26.000,41.881187452,-87.684780097,"
,  
(41.881187452, -87.684780097)"
267,14033978,JJ495388,2025-11-19T14:46:00.000,113XX S EDBROOKE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,531,5,9,49,11,1179225.0,1829752.0,2025,2025-11-27T15:41:26.000,41.688123792,-87.619496824,"
,  
(41.688123792, -87.619496824)"
268,14033495,JJ495045,2025-11-19T14:45:00.000,064XX N WASHTENAW AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,2412,24,50,2,06,1157155.0,1942701.0,2025,2025-11-27T15:41:26.000,41.99854226,-87.697231169,"
,  
(41.99854226, -87.697231169)"
269,14033611,JJ495168,2025-11-19T14:44:00.000,070XX S CREGIER AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,False,332,3,5,43,08A,1189417.0,1858740.0,2025,2025-11-27T15:41:26.000,41.767432015,-87.581258001,"
,  
(41.767432015, -87.581258001)"
270,14034442,JJ495397,2025-11-19T14:41:00.000,018XX N ST LOUIS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,False,False,1422,14,26,22,26,1152724.0,1911876.0,2025,2025-11-27T15:41:26.000,41.914045515,-87.714350549,"
,  
(41.914045515, -87.714350549)"
271,14034215,JJ495900,2025-11-19T14:40:00.000,003XX W 83RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,622,6,21,44,04A,1175356.0,1849908.0,2025,2025-11-27T15:41:26.000,41.743521771,-87.633060702,"
,  
(41.743521771, -87.633060702)"
272,14034576,JJ495052,2025-11-19T14:40:00.000,0000X W TERMINAL ST,0460,BATTERY,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,False,1652,16,41,76,08B,1100726.0,1934289.0,2025,2025-11-27T15:41:26.000,41.9764212,-87.904976266,"
,  
(41.9764212, -87.904976266)"
273,14034262,JJ495825,2025-11-19T14:40:00.000,049XX W QUINCY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,1533,15,28,25,07,1143571.0,1898549.0,2025,2025-11-27T15:41:26.000,41.877651041,-87.748311287,"
,  
(41.877651041, -87.748311287)"
274,14033512,JJ495029,2025-11-19T14:39:00.000,013XX N WASHTENAW AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1423,14,26,24,04A,1158160.0,1908620.0,2025,2025-11-27T15:41:26.000,41.905001395,-87.694468661,"
,  
(41.905001395, -87.694468661)"
275,14033479,JJ495028,2025-11-19T14:35:00.000,009XX W IRVING PARK RD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,1923,19,46,6,26,1169204.0,1926746.0,2025,2025-11-27T15:41:26.000,41.954507152,-87.653372774,"
,  
(41.954507152, -87.653372774)"
276,14033947,JJ495113,2025-11-19T14:35:00.000,005XX E 89TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,632,6,8,44,04A,1181449.0,1846090.0,2025,2025-11-27T15:41:26.000,41.732906506,-87.610853154,"
,  
(41.732906506, -87.610853154)"
277,14033563,JJ495059,2025-11-19T14:32:00.000,034XX S HALSTED ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,LIBRARY,True,False,913,9,11,60,26,1171523.0,1882395.0,2025,2025-11-27T15:41:26.000,41.832754487,-87.646153643,"
,  
(41.832754487, -87.646153643)"
278,14033527,JJ495086,2025-11-19T14:32:00.000,013XX S RACINE AVE,0810,THEFT,OVER $500,PARK PROPERTY,False,False,1233,12,28,28,06,1168579.0,1894058.0,2025,2025-11-27T15:41:26.000,41.864822916,-87.656618405,"
,  
(41.864822916, -87.656618405)"
279,14033562,JJ495034,2025-11-19T14:32:00.000,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1913,19,46,3,06,1168469.0,1929861.0,2025,2025-11-27T15:41:26.000,41.963070794,-87.655984213,"
,  
(41.963070794, -87.655984213)"
280,14033926,JJ495534,2025-11-19T14:30:00.000,015XX N LINDER AVE,0460,BATTERY,SIMPLE,ALLEY,True,False,2532,25,37,25,08B,1139391.0,1909733.0,2025,2025-11-27T15:41:26.000,41.908418479,-87.763386603,"
,  
(41.908418479, -87.763386603)"
281,14033597,JJ495048,2025-11-19T14:30:00.000,014XX N CENTRAL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,2531,25,29,25,04A,1138739.0,1908924.0,2025,2025-11-27T15:41:26.000,41.906210351,-87.765801427,"
,  
(41.906210351, -87.765801427)"
282,14033582,JJ495149,2025-11-19T14:30:00.000,056XX S SEELEY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,715,7,15,67,11,1163657.0,1867223.0,2025,2025-11-27T15:41:26.000,41.791289789,-87.675441445,"
,  
(41.791289789, -87.675441445)"
283,14033640,JJ495258,2025-11-19T14:30:00.000,021XX W MONROE ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SCHOOL - PUBLIC GROUNDS,False,True,1223,12,27,28,20,1162157.0,1899523.0,2025,2025-11-27T15:41:26.000,41.879955866,-87.680040875,"
,  
(41.879955866, -87.680040875)"
284,14033650,JJ495177,2025-11-19T14:30:00.000,001XX S WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,112,1,34,32,06,1176829.0,1899780.0,2025,2025-11-27T15:41:26.000,41.880341982,-87.626159844,"
,  
(41.880341982, -87.626159844)"
285,14033837,JJ495256,2025-11-19T14:27:00.000,040XX S INDIANA AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,213,2,3,38,06,1178266.0,1878293.0,2025,2025-11-27T15:41:26.000,41.821347591,-87.621537382,"
,  
(41.821347591, -87.621537382)"
286,14033873,JJ495071,2025-11-19T14:25:00.000,048XX S LANGLEY AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,APARTMENT,False,True,223,2,4,38,06,1181746.0,1873101.0,2025,2025-11-27T15:41:26.000,41.80702052,-87.608931674,"
,  
(41.80702052, -87.608931674)"
287,14034400,JJ495984,2025-11-19T14:23:00.000,029XX S THROOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,913,9,11,60,08A,1169930.0,1885355.0,2025,2025-11-27T15:41:26.000,41.84091182,-87.651912438,"
,  
(41.84091182, -87.651912438)"
288,14033574,JJ495046,2025-11-19T14:20:00.000,031XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SMALL RETAIL STORE,True,False,912,9,12,59,04A,1166183.0,1883676.0,2025,2025-11-27T15:41:26.000,41.836385231,-87.66571041,"
,  
(41.836385231, -87.66571041)"
289,14035887,JJ496911,2025-11-19T14:19:00.000,027XX W CERMAK RD,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1023,10,25,30,06,1158223.0,1889274.0,2025,2025-11-27T15:41:26.000,41.851912832,-87.694765976,"
,  
(41.851912832, -87.694765976)"
290,14040659,JJ503333,2025-11-19T14:18:00.000,004XX E 134TH ST,0810,THEFT,OVER $500,OTHER (SPECIFY),False,True,533,5,9,54,06,,,2025,2025-11-27T15:41:26.000,,,
291,14033619,JJ495138,2025-11-19T14:15:00.000,031XX S THROOP ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,False,True,913,9,11,60,26,1168162.0,1884153.0,2025,2025-11-27T15:41:26.000,41.837651726,-87.658434985,"
,  
(41.837651726, -87.658434985)"
292,14033419,JJ494990,2025-11-19T14:14:00.000,006XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1832,18,42,8,06,1175423.0,1904617.0,2025,2025-11-27T15:41:26.000,41.893646656,-87.631177143,"
,  
(41.893646656, -87.631177143)"
293,14033520,JJ495010,2025-11-19T14:08:00.000,005XX N STATE ST,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",CTA TRAIN,False,False,1834,18,42,8,04B,1176278.0,1903807.0,2025,2025-11-27T15:41:26.000,41.891404732,-87.628061509,"
,  
(41.891404732, -87.628061509)"
294,14033550,JJ495128,2025-11-19T14:05:00.000,0000X W TERMINAL ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA STATION,False,False,1652,16,41,76,11,1100726.0,1934289.0,2025,2025-11-27T15:41:26.000,41.9764212,-87.904976266,"
,  
(41.9764212, -87.904976266)"
295,14033681,JJ495271,2025-11-19T14:00:00.000,009XX W RANDOLPH ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1224,12,27,28,06,1170162.0,1901147.0,2025,2025-11-27T15:41:26.000,41.884241264,-87.650600239,"
,  
(41.884241264, -87.650600239)"
296,14034905,JJ495155,2025-11-19T14:00:00.000,051XX W CHICAGO AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,False,False,1531,15,37,25,26,1141736.0,1904839.0,2025,2025-11-27T15:41:26.000,41.894945698,-87.754893341,"
,  
(41.894945698, -87.754893341)"
297,14034463,JJ495446,2025-11-19T14:00:00.000,056XX S KOLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,813,8,13,62,11,1148330.0,1866770.0,2025,2025-11-27T15:41:26.000,41.790354795,-87.7316546,"
,  
(41.790354795, -87.7316546)"
298,14034167,JJ495790,2025-11-19T14:00:00.000,078XX W CAHILL TER,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,1631,16,38,17,26,1122591.0,1923277.0,2025,2025-11-27T15:41:26.000,41.94587478,-87.824807764,"
,  
(41.94587478, -87.824807764)"
299,14034378,JJ496050,2025-11-19T14:00:00.000,030XX E 92ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,424,4,10,46,14,1197901.0,1844540.0,2025,2025-11-27T15:41:26.000,41.72825841,-87.550634623,"
,  
(41.72825841, -87.550634623)"
300,14033492,JJ495121,2025-11-19T14:00:00.000,036XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,212,2,3,35,07,1178198.0,1880885.0,2025,2025-11-27T15:41:26.000,41.828461793,-87.621708079,"
,  
(41.828461793, -87.621708079)"
301,14033431,JJ495019,2025-11-19T14:00:00.000,057XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,2022,20,48,77,08A,1167830.0,1938224.0,2025,2025-11-27T15:41:26.000,41.986032951,-87.658091212,"
,  
(41.986032951, -87.658091212)"
