latitude,longitude,property_type,room_type,review_scores_rating,accommodates,bedrooms,beds,price
41.89634,-87.65608,Entire rental unit,Entire home/apt,4.9,6,3.0,4.0,178.0
41.94272,-87.68409,Entire condo,Entire home/apt,4.92,4,2.0,2.0,228.0
41.96316,-87.69208,Entire rental unit,Entire home/apt,4.79,2,1.0,1.0,88.0
41.90006,-87.68096,Entire condo,Entire home/apt,4.8,3,1.0,2.0,135.0
41.88152,-87.69768,Private room in townhouse,Private room,4.77,1,1.0,1.0,36.0
41.79606,-87.62382,Private room in condo,Private room,4.75,2,1.0,1.0,80.0
41.85669,-87.65132,Private room in rental unit,Private room,4.89,2,1.0,1.0,65.0
41.85295,-87.70686,Private room in home,Private room,3.67,1,1.0,1.0,45.0
41.85361,-87.62434,Entire rental unit,Entire home/apt,4.76,2,1.0,2.0,90.0
41.89288,-87.68458,Entire rental unit,Entire home/apt,4.92,2,1.0,1.0,147.0
41.90026,-87.66871,Entire rental unit,Entire home/apt,4.91,5,2.0,2.0,189.0
41.78225,-87.72806,Private room in home,Private room,4.85,2,1.0,1.0,39.0
41.77206,-87.56982,Entire condo,Entire home/apt,4.84,2,2.0,1.0,85.0
41.91571,-87.67449,Entire rental unit,Entire home/apt,4.83,3,1.0,1.0,99.0
41.96136,-87.6784,Entire guest suite,Entire home/apt,4.94,4,2.0,2.0,163.0
41.91533279418945,-87.67047882080078,Entire rental unit,Entire home/apt,4.75,6,2.0,4.0,113.0
41.93105,-87.71177,Entire rental unit,Entire home/apt,4.95,6,2.0,3.0,158.0
41.91634,-87.69335,Entire home,Entire home/apt,4.9,16,6.0,10.0,849.0
42.013777799902776,-87.67188185110726,Private room in rental unit,Private room,4.83,2,1.0,1.0,79.0
41.96713,-87.70899,Entire condo,Entire home/apt,4.54,2,3.0,3.0,60.0
41.98908,-87.66697,Entire rental unit,Entire home/apt,4.93,4,1.0,3.0,89.0
41.7879,-87.5878,Private room in condo,Private room,4.99,1,1.0,1.0,125.0
41.90166,-87.68021,Entire rental unit,Entire home/apt,4.72,2,1.0,1.0,100.0
41.91196,-87.63981,Entire rental unit,Entire home/apt,4.71,4,2.0,2.0,122.0
41.92137,-87.67933,Entire loft,Entire home/apt,4.81,6,3.0,3.0,147.0
41.89615,-87.67934,Private room in rental unit,Private room,4.89,2,1.0,1.0,92.0
41.9796,-87.66512,Entire rental unit,Entire home/apt,4.97,1,1.0,1.0,108.0
41.94342,-87.68121,Entire rental unit,Entire home/apt,4.78,8,3.0,3.0,181.0
41.91289,-87.63864,Entire rental unit,Entire home/apt,4.78,10,4.0,4.0,229.0
41.92918,-87.70219,Entire rental unit,Entire home/apt,4.95,5,2.0,3.0,250.0
41.68843,-87.60712,Entire rental unit,Entire home/apt,4.9,2,1.0,1.0,125.0
41.68954,-87.60786,Entire place,Entire home/apt,4.92,1,1.0,1.0,50.0
41.68912,-87.60725,Entire rental unit,Entire home/apt,4.83,2,2.0,1.0,125.0
41.92589,-87.69737,Private room in home,Private room,4.93,1,1.0,1.0,91.0
41.95758,-87.7271,Private room in home,Private room,4.82,2,1.0,1.0,65.0
41.85923,-87.62198,Entire condo,Entire home/apt,4.84,2,2.0,1.0,170.0
41.88413,-87.64315,Entire condo,Entire home/apt,4.84,3,2.0,2.0,191.0
41.97806,-87.65676,Private room in condo,Private room,4.78,1,1.0,1.0,39.0
41.80774,-87.59459,Private room in condo,Private room,4.97,2,1.0,1.0,115.0
41.94107,-87.65492,Entire loft,Entire home/apt,4.9,4,2.0,2.0,132.0
41.89629,-87.65704,Entire home,Entire home/apt,4.85,12,3.0,5.0,208.0
41.88947,-87.66933,Entire rental unit,Entire home/apt,4.51,3,2.0,2.0,114.0
41.92518,-87.69549,Entire rental unit,Entire home/apt,4.81,4,1.0,2.0,67.0
41.96678,-87.6973,Entire guest suite,Entire home/apt,4.92,4,1.0,1.0,101.0
41.93142,-87.69989,Entire rental unit,Entire home/apt,4.88,3,2.0,3.0,150.0
41.96528,-87.6831,Private room in rental unit,Private room,4.56,2,1.0,1.0,36.0
41.99688,-87.66449,Private room in condo,Private room,4.91,2,1.0,1.0,70.0
41.94256,-87.67171,Entire condo,Entire home/apt,4.98,4,2.0,2.0,276.0
41.99178,-87.75747,Private room in home,Private room,4.93,2,1.0,1.0,80.0
41.99405,-87.75746,Private room in home,Private room,4.93,1,1.0,1.0,70.0
41.99373,-87.68279,Private room in condo,Private room,4.9,2,1.0,1.0,63.0
41.90437,-87.6335,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,97.0
41.93903,-87.65196,Entire rental unit,Entire home/apt,4.69,2,1.0,1.0,86.0
41.9765,-87.68144,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,142.0
41.93115,-87.71836,Entire rental unit,Entire home/apt,4.79,5,3.0,6.0,62.0
41.92218,-87.66079,Private room in condo,Private room,4.93,2,3.0,1.0,85.0
41.92708,-87.71212,Private room in home,Private room,4.99,2,1.0,1.0,110.0
41.88538,-87.69801,Private room in home,Private room,4.91,2,1.0,1.0,136.0
41.89602,-87.65659,Entire condo,Entire home/apt,4.94,6,3.0,3.0,206.0
41.86801,-87.67877,Entire home,Entire home/apt,4.75,5,2.0,2.0,133.0
42.00588,-87.66853,Private room in home,Private room,4.98,2,1.0,1.0,89.0
42.00477,-87.66842,Private room in home,Private room,4.98,2,1.0,1.0,79.0
42.00378,-87.66807,Private room in home,Private room,4.94,2,1.0,2.0,79.0
42.00456,-87.67058,Entire rental unit,Entire home/apt,4.95,4,2.0,3.0,179.0
41.89395,-87.62593,Entire rental unit,Entire home/apt,4.66,2,1.0,2.0,85.0
41.8544,-87.70852,Private room in home,Private room,4.36,4,1.0,1.0,45.0
41.85454,-87.70802,Private room in rental unit,Private room,4.0,2,1.0,1.0,45.0
41.85395,-87.62468,Entire rental unit,Entire home/apt,5.0,3,1.0,2.0,90.0
41.87033,-87.6826,Entire condo,Entire home/apt,4.89,6,3.0,4.0,174.0
41.90914,-87.67859,Entire rental unit,Entire home/apt,4.9,3,2.0,4.0,126.0
42.01938,-87.67985,Entire rental unit,Entire home/apt,4.35,6,2.0,2.0,149.0
41.86967,-87.68284,Private room in home,Private room,4.65,2,1.0,1.0,103.0
41.93089,-87.66946,Entire home,Entire home/apt,4.84,16,4.0,11.0,516.0
41.91984,-87.68962,Private room in home,Private room,4.97,2,1.0,1.0,90.0
41.96909,-87.67407,Entire home,Entire home/apt,4.65,6,3.0,3.0,200.0
42.01653,-87.68788,Shared room in rental unit,Shared room,4.62,1,1.0,1.0,18.0
41.91175,-87.63834,Entire rental unit,Entire home/apt,4.82,4,2.0,2.0,158.0
41.71554,-87.67197,Private room in bungalow,Private room,4.85,2,1.0,1.0,49.0
41.85592,-87.66249,Private room in home,Private room,4.9,4,1.0,1.0,47.0
41.90532,-87.64761,Entire rental unit,Entire home/apt,4.94,10,3.0,8.0,268.0
42.01177,-87.67758,Entire rental unit,Entire home/apt,4.84,6,1.0,4.0,139.0
41.93455,-87.66141,Entire guest suite,Entire home/apt,4.92,3,1.0,2.0,74.0
41.92817,-87.64282,Private room in rental unit,Private room,4.7,3,1.0,1.0,155.0
41.89322,-87.68572,Entire rental unit,Entire home/apt,4.91,2,1.0,1.0,110.0
41.93396,-87.65897,Entire rental unit,Entire home/apt,4.83,4,2.0,2.0,232.0
41.94747,-87.65417,Entire rental unit,Entire home/apt,4.8,4,1.0,2.0,179.0
41.94842,-87.65307,Entire rental unit,Entire home/apt,4.6,7,3.0,5.0,379.0
41.94774,-87.65421,Entire rental unit,Entire home/apt,4.9,9,4.0,5.0,479.0
41.9475,-87.6542,Entire rental unit,Entire home/apt,4.77,9,4.0,5.0,479.0
41.77738,-87.60041,Private room in home,Private room,4.89,3,1.0,1.0,79.0
41.79989,-87.59432,Entire rental unit,Entire home/apt,4.48,2,1.0,1.0,69.0
41.93264,-87.64311,Entire rental unit,Entire home/apt,4.58,2,1.0,1.0,364.0
41.856382599584634,-87.71415361216066,Private room in rental unit,Private room,5.0,1,4.0,0.0,45.0
41.94663,-87.70783,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,89.0
41.93564,-87.6424,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,125.0
41.959981860728035,-87.73006782293396,Private room in rental unit,Private room,5.0,1,1.0,1.0,37.0
41.81961,-87.61324,Entire townhouse,Entire home/apt,4.0,3,3.0,3.0,242.0
41.92118,-87.68678,Private room in home,Private room,4.66,2,1.0,1.0,51.0
41.89821,-87.6572,Entire condo,Entire home/apt,4.79,10,3.0,4.0,198.0
41.93338,-87.63913,Private room in townhouse,Private room,4.84,2,1.0,1.0,75.0
41.80239,-87.60244,Private room in townhouse,Private room,4.91,1,1.0,1.0,55.0
41.94278,-87.65621,Entire home,Entire home/apt,4.95,8,3.0,4.0,162.0
41.88711,-87.6438,Entire rental unit,Entire home/apt,4.89,5,2.0,3.0,299.0
41.88367,-87.70864,Entire condo,Entire home/apt,4.91,4,2.0,2.0,140.0
41.93594,-87.66953,Entire rental unit,Entire home/apt,4.8,4,2.0,2.0,175.0
41.8251,-87.6739,Entire rental unit,Entire home/apt,4.79,3,2.0,2.0,90.0
41.94159,-87.65099,Private room in rental unit,Private room,4.88,1,1.0,1.0,75.0
41.94418,-87.79895,Private room in home,Private room,4.17,1,1.0,1.0,35.0
42.00146,-87.66982,Private room in condo,Private room,4.98,2,1.0,1.0,55.0
41.79963,-87.59186,Private room in rental unit,Private room,4.96,2,1.0,1.0,79.0
41.93047,-87.7196,Entire rental unit,Entire home/apt,4.75,2,1.0,2.0,70.0
41.99103,-87.66166,Private room in rental unit,Private room,4.85,1,1.0,1.0,45.0
41.95965,-87.72016,Entire condo,Entire home/apt,4.73,2,1.0,1.0,89.0
41.99595,-87.67545,Entire guest suite,Entire home/apt,4.5,2,1.0,2.0,65.0
42.0222,-87.67226,Private room in condo,Private room,4.87,2,1.0,1.0,68.0
42.0168,-87.68771,Shared room in rental unit,Shared room,4.79,1,1.0,1.0,18.0
41.898048,-87.702972,Entire rental unit,Entire home/apt,4.87,6,2.0,3.0,115.0
41.877,-87.63055,Private room in condo,Private room,4.92,1,1.0,2.0,60.0
41.90173,-87.67359,Entire rental unit,Entire home/apt,4.98,3,1.0,1.0,257.0
41.78392,-87.72921,Private room in home,Private room,4.83,2,1.0,1.0,39.0
41.89637,-87.62726,Entire condo,Entire home/apt,4.61,2,1.0,1.0,121.0
41.8198,-87.61423,Private room in rental unit,Private room,4.88,1,1.0,1.0,109.0
41.91374,-87.64014,Entire home,Entire home/apt,4.82,6,3.0,3.0,109.0
41.89100195894242,-87.67818282056682,Private room in rental unit,Private room,4.0,2,3.0,1.0,45.0
41.88503,-87.68664,Entire loft,Entire home/apt,4.81,6,2.0,2.0,106.0
41.95652,-87.64982,Entire rental unit,Entire home/apt,4.96,2,1.0,1.0,110.0
41.95669,-87.64847,Entire home,Entire home/apt,4.9,4,2.0,2.0,169.0
41.80392,-87.6108,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,150.0
41.96264,-87.67296,Private room in rental unit,Private room,4.63,2,1.0,3.0,51.0
41.94987,-87.64611,Entire rental unit,Entire home/apt,4.73,2,1.0,1.0,129.0
41.96705,-87.65772,Entire condo,Entire home/apt,4.98,4,2.0,2.0,282.0
41.95107,-87.71005,Private room in rental unit,Private room,4.94,2,1.0,2.0,71.0
41.94124,-87.64941,Private room in condo,Private room,4.97,2,1.0,1.0,83.0
41.9254,-87.69753,Entire home,Entire home/apt,4.94,4,2.0,2.0,250.0
41.99632,-87.66385,Private room in condo,Private room,4.97,1,2.0,1.0,65.0
41.81873,-87.61387,Entire rental unit,Entire home/apt,4.77,1,1.0,2.0,109.0
41.81793,-87.61291,Private room in townhouse,Private room,4.85,1,1.0,1.0,113.0
42.01653,-87.68788,Shared room in rental unit,Shared room,4.74,1,1.0,1.0,18.0
41.90487,-87.62747,Entire rental unit,Entire home/apt,4.6,7,2.0,3.0,271.0
41.95518,-87.66999,Private room in home,Private room,5.0,2,1.0,1.0,100.0
41.96114,-87.70514,Private room in rental unit,Private room,4.89,1,1.0,1.0,55.0
41.95931,-87.67795,Entire rental unit,Entire home/apt,4.98,4,3.0,3.0,199.0
41.95501,-87.73814,Private room in rental unit,Private room,4.64,3,2.0,2.0,107.0
41.96574,-87.65747,Private room in townhouse,Private room,4.95,4,2.0,2.0,100.0
41.9116,-87.66693,Entire condo,Entire home/apt,4.61,8,2.0,8.0,189.0
41.90376,-87.69556,Entire rental unit,Entire home/apt,4.78,4,2.0,2.0,90.0
41.9581,-87.64789,Entire rental unit,Entire home/apt,4.82,4,2.0,1.0,250.0
41.900188,-87.661751,Entire loft,Entire home/apt,4.86,4,1.0,2.0,100.0
41.92125,-87.70158,Private room in home,Private room,4.84,3,1.0,2.0,53.0
41.92286,-87.70154,Private room in home,Private room,4.87,3,1.0,2.0,59.0
41.90268,-87.62556,Entire rental unit,Entire home/apt,4.98,2,0.0,1.0,120.0
41.90992,-87.67521,Private room in loft,Private room,4.81,2,1.0,1.0,160.0
41.97106,-87.66777,Room in aparthotel,Hotel room,4.93,4,2.0,2.0,342.0
41.90596,-87.67569,Entire guesthouse,Entire home/apt,4.76,2,1.0,1.0,135.0
41.97095,-87.66798,Entire serviced apartment,Entire home/apt,4.92,6,3.0,3.0,479.0
41.97106,-87.66777,Room in boutique hotel,Private room,4.97,2,1.0,1.0,253.0
41.91233,-87.65146,Private room in condo,Private room,4.92,2,1.0,1.0,120.0
41.90637,-87.68954,Private room in rental unit,Private room,4.73,2,1.0,1.0,75.0
41.94816,-87.68607,Entire condo,Entire home/apt,4.89,6,2.0,4.0,170.0
41.80944,-87.61664,Entire rental unit,Entire home/apt,4.38,4,1.0,2.0,100.0
41.81214,-87.61328,Entire condo,Entire home/apt,4.67,4,1.0,1.0,150.0
41.97,-87.66865,Entire serviced apartment,Entire home/apt,4.92,6,3.0,3.0,999.0
41.89295,-87.62217,Entire rental unit,Entire home/apt,4.98,4,2.0,2.0,275.0
41.89492,-87.65926,Private room in condo,Private room,4.87,2,1.0,1.0,70.0
41.89998,-87.69244,Private room in home,Private room,4.92,3,1.0,1.0,144.0
41.92026,-87.67979,Entire home,Entire home/apt,5.0,4,3.0,3.0,175.0
41.8911,-87.66947,Entire condo,Entire home/apt,,8,3.0,4.0,5000.0
41.90451,-87.67943,Private room in condo,Private room,4.89,2,1.0,1.0,55.0
41.90434,-87.67967,Private room in condo,Private room,4.91,2,1.0,1.0,52.0
41.89329,-87.68574,Entire rental unit,Entire home/apt,4.9,2,1.0,1.0,105.0
41.90168,-87.693,Entire condo,Entire home/apt,4.92,4,2.0,2.0,180.0
41.85707,-87.67082,Private room in rental unit,Private room,4.59,2,1.0,1.0,50.0
41.79755783081055,-87.59791564941406,Private room in home,Private room,4.91,1,1.0,1.0,75.0
41.9086,-87.67684,Private room in loft,Private room,4.55,2,1.0,1.0,200.0
41.89558,-87.66585,Entire rental unit,Entire home/apt,4.85,8,3.0,6.0,190.0
41.92621,-87.70888,Entire condo,Entire home/apt,4.98,2,1.0,1.0,169.0
41.76477,-87.57182,Private room in home,Private room,4.44,2,1.0,1.0,22.0
41.92032,-87.66128,Entire guesthouse,Entire home/apt,4.87,7,2.0,3.0,208.0
41.89738,-87.67208,Entire condo,Entire home/apt,4.97,6,2.0,3.0,243.0
41.76302,-87.57186,Private room in bungalow,Private room,4.56,2,1.0,1.0,22.0
41.76257,-87.57225,Private room in bungalow,Private room,4.85,4,1.0,1.0,28.0
41.97188,-87.65779,Private room in condo,Private room,4.95,2,1.0,1.0,117.0
41.85253,-87.69803,Private room in rental unit,Private room,4.9,1,1.0,1.0,45.0
41.8544,-87.69845,Private room in rental unit,Private room,4.83,1,1.0,1.0,57.0
41.85436,-87.69681,Private room in rental unit,Private room,4.89,1,1.0,1.0,55.0
41.91775,-87.65508,Private room in rental unit,Private room,4.56,2,1.0,1.0,90.0
41.81436,-87.61289,Private room in home,Private room,4.97,8,3.0,3.0,172.0
41.87669,-87.72146,Entire rental unit,Entire home/apt,4.85,10,3.0,3.0,58.0
41.8867,-87.70783,Entire rental unit,Entire home/apt,4.66,4,0.0,3.0,55.0
41.93955,-87.65904,Private room in condo,Private room,4.9,2,1.0,1.0,107.0
41.93483,-87.74135,Private room in rental unit,Private room,4.76,1,1.0,1.0,50.0
41.82983,-87.67544,Entire guest suite,Entire home/apt,4.61,2,1.0,2.0,52.0
42.01653,-87.68788,Shared room in rental unit,Shared room,4.72,2,1.0,1.0,16.0
41.94614,-87.68242,Entire rental unit,Entire home/apt,4.93,8,3.0,3.0,209.0
41.97183,-87.66786,Room in boutique hotel,Private room,4.67,2,1.0,1.0,253.0
41.97106,-87.66777,Room in aparthotel,Private room,4.85,4,2.0,2.0,342.0
41.93886,-87.65391,Entire rental unit,Entire home/apt,4.84,5,2.0,2.0,164.0
41.94815,-87.68459,Private room in home,Private room,4.96,4,1.0,3.0,77.0
41.92428,-87.69222,Entire rental unit,Entire home/apt,4.96,4,2.0,3.0,77.0
41.95993,-87.74773,Entire rental unit,Entire home/apt,4.65,3,2.0,2.0,59.0
41.88796,-87.6445,Entire loft,Entire home/apt,4.67,3,2.0,1.0,279.0
41.94078,-87.68115,Entire rental unit,Entire home/apt,4.73,8,3.0,3.0,193.0
41.96857,-87.69577,Entire rental unit,Entire home/apt,4.82,2,0.0,1.0,119.0
41.65064,-87.54074,Entire bungalow,Entire home/apt,4.8,3,2.0,2.0,129.0
41.94812,-87.68333,Private room in townhouse,Private room,4.96,2,1.0,1.0,79.0
41.89972,-87.69722,Entire rental unit,Entire home/apt,4.81,2,1.0,1.0,100.0
41.95185,-87.70459,Entire rental unit,Entire home/apt,4.73,4,2.0,3.0,118.0
41.89225,-87.67496,Entire rental unit,Entire home/apt,4.92,3,2.0,2.0,130.0
41.8948,-87.65661,Entire rental unit,Entire home/apt,4.91,8,3.0,4.0,193.0
41.95965,-87.74889,Entire rental unit,Entire home/apt,4.31,3,2.0,2.0,99.0
41.8972,-87.63442,Entire rental unit,Entire home/apt,4.83,6,2.0,2.0,159.0
41.84998,-87.67714,Private room in home,Private room,4.78,1,1.0,1.0,68.0
41.93395,-87.71078,Entire rental unit,Entire home/apt,4.91,6,3.0,3.0,160.0
41.89867,-87.67012,Entire loft,Entire home/apt,4.86,4,2.0,2.0,93.0
41.91268,-87.63895,Entire rental unit,Entire home/apt,4.61,6,2.0,2.0,200.0
41.94342,-87.68121,Entire rental unit,Entire home/apt,4.82,6,2.0,2.0,175.0
41.91285,-87.63864,Entire rental unit,Entire home/apt,4.79,6,2.0,3.0,205.0
41.91285,-87.63864,Entire rental unit,Entire home/apt,4.83,6,2.0,2.0,201.0
41.94078,-87.68115,Entire rental unit,Entire home/apt,4.71,8,3.0,3.0,205.0
41.90223,-87.67265,Entire loft,Entire home/apt,4.96,2,1.0,1.0,278.0
41.77555,-87.59546,Private room in condo,Private room,4.93,3,1.0,1.0,86.0
41.9305,-87.70307,Entire rental unit,Entire home/apt,4.86,2,0.0,1.0,88.0
41.97104,-87.69654,Entire guest suite,Entire home/apt,4.97,4,1.0,1.0,97.0
41.97186,-87.69521,Private room in condo,Private room,4.98,3,2.0,2.0,88.0
41.90409,-87.63316,Entire rental unit,Entire home/apt,4.95,2,1.0,1.0,95.0
41.92909,-87.66318,Entire townhouse,Entire home/apt,4.85,7,4.0,4.0,599.0
41.924453045898744,-87.70270598989589,Entire rental unit,Entire home/apt,4.92,4,2.0,2.0,125.0
41.94099,-87.68047,Entire rental unit,Entire home/apt,4.7,6,2.0,3.0,189.0
41.94072,-87.68115,Entire rental unit,Entire home/apt,4.66,8,3.0,3.0,185.0
41.94072,-87.68115,Entire rental unit,Entire home/apt,4.67,8,3.0,3.0,200.0
41.78355,-87.61363,Entire condo,Entire home/apt,4.82,3,2.0,2.0,159.0
41.97044,-87.65735,Private room in rental unit,Private room,4.95,2,1.0,1.0,125.0
41.81754,-87.61305,Private room in townhouse,Private room,4.75,1,1.0,1.0,116.0
41.91306,-87.66797,Entire condo,Entire home/apt,4.7,6,2.0,3.0,148.0
41.8933,-87.67641,Entire condo,Entire home/apt,4.7,4,2.0,3.0,139.0
41.81844,-87.61503,Private room in townhouse,Private room,4.8,1,1.0,1.0,124.0
41.9435,-87.67674,Entire rental unit,Entire home/apt,4.86,6,2.0,3.0,178.0
41.97654,-87.66111,Private room in home,Private room,4.97,2,1.0,1.0,76.0
41.92902,-87.72025,Private room in condo,Private room,4.81,2,1.0,1.0,57.0
41.9435,-87.67674,Entire rental unit,Entire home/apt,4.75,10,4.0,4.0,220.0
41.93723,-87.6828,Entire rental unit,Entire home/apt,4.8,6,2.0,2.0,160.0
41.93723,-87.6828,Entire rental unit,Entire home/apt,4.61,10,4.0,4.0,207.0
41.92751,-87.65011,Entire rental unit,Entire home/apt,4.75,4,1.0,1.0,177.0
41.93941,-87.75622,Private room in rental unit,Private room,4.87,4,1.0,2.0,72.0
41.92751,-87.65011,Entire rental unit,Entire home/apt,4.73,6,2.0,2.0,200.0
41.92751,-87.65011,Entire rental unit,Entire home/apt,4.65,10,4.0,4.0,219.0
41.78904,-87.5879,Entire rental unit,Entire home/apt,4.25,3,1.0,2.0,50.0
41.901756,-87.671387,Entire rental unit,Entire home/apt,4.97,2,1.0,1.0,154.0
41.91785,-87.71819,Entire rental unit,Entire home/apt,4.89,3,2.0,2.0,89.0
41.88302,-87.7096,Private room in home,Private room,4.73,4,1.0,2.0,35.0
41.93465,-87.73009,Private room in home,Private room,5.0,1,1.0,1.0,38.0
41.962921,-87.735283,Entire rental unit,Entire home/apt,4.91,5,2.0,2.0,150.0
41.90089,-87.66546,Entire condo,Entire home/apt,4.97,2,1.0,1.0,100.0
41.90358,-87.63414,Entire rental unit,Entire home/apt,4.67,4,2.0,2.0,104.0
41.9182,-87.69768,Entire home,Entire home/apt,4.99,2,1.0,1.0,329.0
41.89834,-87.69155,Private room in condo,Private room,4.84,2,1.0,1.0,87.0
41.97146,-87.66882,Room in boutique hotel,Hotel room,4.98,2,1.0,1.0,253.0
41.8932,-87.65892,Entire home,Entire home/apt,4.86,12,4.0,5.0,194.0
41.78747,-87.71754,Entire guesthouse,Entire home/apt,4.46,3,1.0,1.0,92.0
41.9236,-87.69717,Entire rental unit,Entire home/apt,4.9,7,1.0,1.0,121.0
41.90409,-87.68723,Private room in rental unit,Private room,4.78,2,2.0,2.0,47.0
41.88784,-87.61645,Entire rental unit,Entire home/apt,4.86,3,1.0,1.0,175.0
41.9268272137597,-87.70849260287889,Private room in home,Private room,4.95,2,1.0,1.0,70.0
42.00414,-87.67272,Private room in bungalow,Private room,4.75,2,1.0,1.0,62.0
41.98803976766943,-87.70293607521315,Private room in home,Private room,4.96,4,2.0,2.0,142.0
41.94664,-87.70783,Entire rental unit,Entire home/apt,4.87,2,1.0,2.0,55.0
41.97147,-87.66861,Room in serviced apartment,Hotel room,4.91,4,2.0,2.0,342.0
41.95675,-87.66715,Entire rental unit,Entire home/apt,4.85,2,1.0,1.0,120.0
41.93066,-87.69724,Entire rental unit,Entire home/apt,4.9,6,3.0,4.0,220.0
41.911473,-87.676601,Entire condo,Entire home/apt,4.82,4,2.0,2.0,69.0
41.93882,-87.757,Private room in rental unit,Private room,4.81,3,2.0,3.0,181.0
41.92484,-87.72377,Entire rental unit,Entire home/apt,4.77,6,3.0,3.0,214.0
41.94351176522624,-87.66003209499836,Entire home,Entire home/apt,4.94,6,3.0,3.0,314.0
41.96564474689193,-87.75422438431359,Private room in home,Private room,5.0,2,1.0,1.0,85.0
41.96512,-87.75233,Private room in home,Private room,4.98,1,1.0,1.0,78.0
41.95931,-87.69237,Entire guest suite,Entire home/apt,4.91,2,1.0,1.0,100.0
41.92904,-87.66201,Private room in rental unit,Private room,4.62,2,1.0,1.0,71.0
41.94019,-87.65235,Entire rental unit,Entire home/apt,4.79,4,2.0,3.0,136.0
41.95873,-87.66981,Entire rental unit,Entire home/apt,4.78,4,1.0,2.0,150.0
41.93934,-87.75622,Entire rental unit,Entire home/apt,4.76,8,3.0,4.0,256.0
41.87988,-87.66982,Entire loft,Entire home/apt,5.0,2,1.0,1.0,90.0
41.948759,-87.658692,Entire serviced apartment,Entire home/apt,4.85,10,3.0,3.0,137.0
41.99439,-87.67069,Entire guesthouse,Entire home/apt,4.95,2,0.0,1.0,72.0
41.90518,-87.68902,Private room in rental unit,Private room,4.92,2,1.0,1.0,91.0
41.93423,-87.73024,Private room in bungalow,Private room,4.86,1,1.0,1.0,38.0
41.90941,-87.67287,Entire home,Entire home/apt,5.0,6,4.0,4.0,546.0
41.88763,-87.65002,Entire townhouse,Entire home/apt,4.99,15,4.0,12.0,618.0
41.84767,-87.63434,Private room in rental unit,Private room,4.91,2,1.0,1.0,60.0
41.8978,-87.68158,Entire rental unit,Entire home/apt,4.8,6,2.0,3.0,92.0
41.95965,-87.7314,Private room in condo,Private room,4.79,1,1.0,1.0,51.0
41.9582,-87.73148,Shared room in rental unit,Shared room,4.8,1,1.0,2.0,40.0
41.97124,-87.77548,Entire rental unit,Entire home/apt,4.92,2,2.0,1.0,55.0
41.743,-87.6935,Entire guest suite,Entire home/apt,4.95,2,0.0,2.0,129.0
42.00787656057239,-87.66999620427688,Shared room in rental unit,Shared room,5.0,2,2.0,1.0,58.0
41.94662,-87.65188,Entire rental unit,Entire home/apt,4.75,4,1.0,3.0,67.0
41.8964,-87.65773,Entire loft,Entire home/apt,4.81,8,3.0,3.0,632.0
41.97567,-87.66459,Entire rental unit,Entire home/apt,4.94,4,2.0,2.0,237.0
41.90348,-87.69594,Private room in rental unit,Private room,4.81,2,1.0,1.0,73.0
41.82453,-87.61734,Entire rental unit,Entire home/apt,4.77,12,1.0,5.0,120.0
41.89596,-87.62714,Entire condo,Entire home/apt,4.94,3,1.0,1.0,69.0
41.9447,-87.65032,Entire rental unit,Entire home/apt,4.55,5,3.0,3.0,270.0
41.76997,-87.617233,Private room in home,Private room,4.88,1,0.0,1.0,30.0
41.769978,-87.617157,Private room in home,Private room,4.68,2,1.0,2.0,37.0
41.86108,-87.70467,Entire rental unit,Entire home/apt,4.91,4,1.0,3.0,85.0
41.96397,-87.68472,Private room in rental unit,Private room,4.89,2,1.0,1.0,60.0
41.90324,-87.69563,Private room in rental unit,Private room,4.9,2,1.0,1.0,73.0
41.90172,-87.64301,Private room in townhouse,Private room,4.71,2,1.0,1.0,105.0
42.00809,-87.67159,Shared room in rental unit,Shared room,4.25,2,1.0,1.0,56.0
41.95682,-87.66715,Private room in rental unit,Private room,4.94,2,1.0,1.0,115.0
41.89585,-87.6258,Entire rental unit,Entire home/apt,4.78,2,1.0,1.0,179.0
41.962921,-87.735283,Entire rental unit,Entire home/apt,4.79,6,4.0,4.0,175.0
41.95679,-87.66731,Private room in home,Private room,4.95,2,1.0,2.0,115.0
41.89303,-87.64885,Entire townhouse,Entire home/apt,4.94,8,4.0,4.0,241.0
41.87186,-87.66469,Entire guesthouse,Entire home/apt,4.99,6,2.0,2.0,126.0
41.9175925,-87.6750904,Entire loft,Entire home/apt,4.98,5,2.0,2.0,133.0
41.89853,-87.66152,Private room in rental unit,Private room,4.89,2,1.0,1.0,81.0
41.894903,-87.666413,Entire rental unit,Entire home/apt,4.75,3,1.0,2.0,47.0
41.944622,-87.661789,Entire rental unit,Entire home/apt,4.98,4,3.0,3.0,249.0
41.9961,-87.69081,Private room in home,Private room,4.97,2,1.0,1.0,74.0
41.94034,-87.75603,Entire rental unit,Entire home/apt,4.76,5,2.0,3.0,295.0
41.89809,-87.68957,Private room in rental unit,Private room,4.92,2,1.0,1.0,164.0
41.90938,-87.64649,Entire townhouse,Entire home/apt,4.47,6,2.0,4.0,240.0
